Stop Name,Latitude,Longitude,Num trips in stop,Boothcode,Routes with num trips
KIMS College,12.92636677,77.56101493,705,29171089,"{'SNR-HLS': 3, '201-H': 13, 'ABP-BSK': 9, 'HSS-8': 2, '210-NH': 15, 'UTH-SNB': 1, '201-R': 35, '210-W': 18, '210-N': 53, 'SNR-KRM': 6, 'BSK-SNR': 5, '210-I': 8, '201-N': 29, '210-KA': 22, '201-P': 1, '210-NA': 21, 'D25-SNR': 2, '500-D SNR-HBL': 4, 'KBS-D21G': 1, '210-J': 22, 'BSK-CKA': 2, 'BSK-GRNE': 4, 'JNR4T-SNR': 2, 'V-201R': 38, 'JNR4T-GNR2': 3, '201-B': 11, 'BSK-GNE': 1, '500-K': 33, 'SJHBS-PNN': 1, '234-F KBS-AGSL': 2, '210-WA BEML5-KBS': 2, '12-B': 46, '210-WA': 11, 'KBS-KMT-UTH-PPLO': 9, '201-G BSK-DMLR': 8, '210-NB': 26, 'VSP-FDR-2': 18, '201-E': 10, '210-ND': 11, 'SNR-BSK-DMR': 1, 'KDG-D13G': 25, '201-M': 28, 'CVB-PNN': 2, '255 YTTMC-MTH': 4, 'PPLO-KMT': 5, 'DMLR-DPH-KMK': 1, 'KMT-CKLS': 0, '210-P': 48, 'CKLS-RKA-KMT-HBL': 1, '13-F': 18, 'KMT-MSS-PPLO': 1, '210-N BEML5-KBS': 2, 'V-SVM-CSB-BSK': 1, 'MF-19': 18, 'MF-19A': 18, '210-NP': 17, '210-KA PPLO-KBS': 2, '210-NP PPLO-KMT': 1, 'SGH-BSK-SNR': 4}"
Padmanabha Nagar,12.91825822,77.55967051,6,29171089,"{'BTP-1A': 2, 'BTP-1': 2, 'VCS-ORRCA-107A RR Arch-ORRCA Prestige Tech Park': 0, 'BCGHS-20': 2}"
Hoskerehalli,12.93030789,77.53956987,120,29171091,"{'346-T': 6, 'CVB-HKH': 1, 'HKH-KBS': 6, '43-B': 46, 'HSKH-DPJN': 2, '201-P': 1, 'BSK-HSKH': 1, '349-C': 19, 'D3-HKH': 1, 'SNBS-HKH': 1, 'HSK SVN-SNBS': 1, 'KBS-GSHED-HSK': 1, 'PPLO-HKH': 2, 'AS-17': 14, '13-J': 15, 'KMT-HSK': 3}"
Hoskerehalli Cross,12.93032903,77.54355905,932,29171091,"{'346-T': 6, 'SNR-HLS': 3, 'JPV-45E': 7, 'CVB-HKH': 1, 'KMT-HKHR': 1, '201-H': 13, 'ABP-BSK': 9, 'HKH-KBS': 6, '45-F KBS-CKA': 1, '43-B': 46, 'ITPL-3N': 2, 'TR-7': 9, '43-H': 15, 'KMK-VSD': 1, 'SNR-KRM': 6, '46-A': 22, '45-E': 39, 'BSK-SNR': 5, '43-M': 11, '201-N': 29, '43-E': 32, 'D25-SNR': 2, 'SGH-BSK3': 1, '225-B JNN-KHBQ': 5, '45-J': 39, '500-DH': 22, '45-B': 29, '43-D': 16, '225-B': 6, '3-E': 24, '3-B': 2, 'JNR4T-SNR': 2, '225-B KHBQ-JNN': 6, '45-A': 20, '34-C': 3, '45-D': 50, 'JNR4T-GNR2': 3, 'CRS-PPLO': 3, '201-B': 11, '349-C': 19, 'D3-HKH': 1, 'BSK-GNE': 1, '43-C': 26, '45-F': 40, 'SNBS-HKH': 1, 'BSK3-IXP': 2, 'IXP-BSK3': 2, 'BSK3-KMT': 5, 'AGO-AGL': 1, '45-K': 13, '201-G BSK-DMLR': 8, '201-E': 10, '43-J': 15, '34-A': 12, 'CKA-KBS-GKVK': 3, '45-G': 46, 'KBS-GSHED-HSK': 1, 'PPLO-AGS-KBS': 2, '255 YTTMC-MTH': 4, 'KBS-AGS-PPLO': 6, 'JBS-HNR-KMT': 2, 'KMT-HNR-JBS': 2, 'PPLO-AGS-SBS': 1, 'AS-17': 14, 'KBS-AGSL-PPLO': 12, 'SBS-HNR-AGSL': 2, 'KBS-GSHR-AGSLO': 2, 'PPLO-KMT-KBS': 3, 'BTT-VSD-SBS': 1, '45-G KBS-PESC': 1, 'MF-16A': 35, '60-F DPJN-CKA': 1, 'HKLO-JCR-VSD-SBS': 1, 'MF-16A SBS-VJN': 1, 'GNR-CSB-KDG': 2, 'SBS-HNR-PPLO': 1, 'V-45G': 4, 'SGH-BSK-SNR': 4, 'V-Seetha Circle-KDG': 1, '600-C SNR-CPR': 1, 'BSK3-SGH': 1, 'KMT-HSK': 3}"
Hoskerehalli Srinivasa Kalyana Mantapa,12.92579912,77.54423179,117,29171091,"{'45-D': 50, 'D33-AGSL-VBN': 1, 'AGSL-BSK-SBS': 8, 'PPLO-AGS-KBS': 2, 'PPLO-HKH': 2, '600-FB': 19, 'PPLO-KTG-CKA': 1, 'PPLO-AGS-SBS': 1, 'PPLO-SVN': 1, 'PPLO-KMT-KBS': 3, 'MF-20': 28, 'PPLO-NDHMS': 1}"
Ittamadu Cross,12.92782025,77.54608969,115,29171091,"{'13-H': 17, '45-D': 50, 'BSK-AGL': 1, 'D33-AGSL-VBN': 1, 'SBS-BSK-BDA-AGSL': 6, 'AGSL-BSK-SBS': 8, 'PPLO-HKH': 2, '600-FB': 19, 'KBS-AGS-PPLO': 6, 'PPLO-KTG-CKA': 1, 'VBN-PPLO': 1, 'SBS-HNR-AGSL': 2, 'SBS-HNR-PPLO': 1}"
Ittamadu Hoskerehalli,12.92399791,77.54363159,117,29171091,"{'45-D': 50, 'D33-AGSL-VBN': 1, 'AGSL-BSK-SBS': 8, 'PPLO-AGS-KBS': 2, 'PPLO-HKH': 2, '600-FB': 19, 'PPLO-KTG-CKA': 1, 'PPLO-AGS-SBS': 1, 'PPLO-SVN': 1, 'PPLO-KMT-KBS': 3, 'MF-20': 28, 'PPLO-NDHMS': 1}"
Janatha Bazaar Banashankari,12.92831264,77.54575018,596,29171091,"{'43-E SNBS-SVN': 2, 'CSB-MTR': 4, 'ACC B-56': 2, 'D13G-RRN': 2, '374-F': 12, 'D13G-BSN': 1, '510-A': 30, 'KMK-VSD': 1, 'BSK-SNR': 5, 'BSK-D12G': 7, 'BSK-BSN': 11, 'D25-SNR': 2, 'HSRC-GBV': 3, 'D13G-KNGC': 4, 'D13G-SWN': 3, 'D13G-VBN': 1, '500-DH': 22, 'ATB-BBS': 4, 'CHAKRA-3A': 27, 'BSK-GRNE': 4, '410-FA': 43, '501-BH': 24, 'BSK-HSKH': 1, 'BSK-BSK3': 0, 'JNR4T-SNR': 2, 'BSK-NDH-BEML5': 5, '45-D': 50, '410-FB': 11, 'JNR4T-GNR2': 3, 'BSK-GNE': 1, '401-S': 6, 'BTP-ITPL': 7, 'BSK-DPJN': 5, '501-B': 7, '410-FC BSK-TVK': 3, 'BSK-NDH-GKW': 1, '410-G': 19, 'BSK-MTR': 4, '600-KD ELCW-SMH': 1, 'D13G-SVB': 2, '226-H': 11, 'D13G-BUCG': 2, 'KRP-MRH-BSK-MTR': 3, 'KRPRS-HSK': 2, 'NICE-3A': 5, 'PPLO-AGS-KBS': 2, 'PPLO-HKH': 2, 'CAPGR-18': 2, 'BSK-JHC': 13, 'JBS-HNR-KMT': 2, 'BSK-MNNK': 1, 'BSK-VPS': 2, 'D13G-MCTC': 4, 'PNN-RVCL': 1, 'PPLO-AGS-SBS': 1, 'BSK-NBC-CLO-VJN': 2, 'PPLO-SVN': 1, 'HBL-RRN BEML5': 6, 'PPLO-KMT-KBS': 3, 'BTT-VSD-SBS': 1, '502 MRHB-KHBQ': 2, 'V-SVM-CSB-BSK': 1, 'MF-19A': 18, 'MF-20': 28, 'PPLO-NDHMS': 1, 'V-BNP-BSK-SCR': 6, '410-FA BSK-SMH': 5, '410-K BSK-PSB': 2, 'V-D13-BUCG': 1, 'V-BSK-NYND-NGBVC-SWN': 2, '410-F': 10, '501-BH BSK-BMT45': 1, 'SGH-BSK-SNR': 4, '45-G D13G-KBS': 15, 'V-D13-NBVDPT': 1, '410-T': 6, '410-FC': 24, '410-FC BSK-GGP': 1, 'V-501A BSK-AIT': 2, '501-F': 19, 'V-BSK-NYD-AIT': 1, '410--J': 23, '13-J': 15}"
Dattatreyanagara Hoskerehalli,12.92326067,77.54042231,0,29171092,{}
Hoskerehalli Cross,12.93032903,77.54355905,932,29171092,"{'346-T': 6, 'SNR-HLS': 3, 'JPV-45E': 7, 'CVB-HKH': 1, 'KMT-HKHR': 1, '201-H': 13, 'ABP-BSK': 9, 'HKH-KBS': 6, '45-F KBS-CKA': 1, '43-B': 46, 'ITPL-3N': 2, 'TR-7': 9, '43-H': 15, 'KMK-VSD': 1, 'SNR-KRM': 6, '46-A': 22, '45-E': 39, 'BSK-SNR': 5, '43-M': 11, '201-N': 29, '43-E': 32, 'D25-SNR': 2, 'SGH-BSK3': 1, '225-B JNN-KHBQ': 5, '45-J': 39, '500-DH': 22, '45-B': 29, '43-D': 16, '225-B': 6, '3-E': 24, '3-B': 2, 'JNR4T-SNR': 2, '225-B KHBQ-JNN': 6, '45-A': 20, '34-C': 3, '45-D': 50, 'JNR4T-GNR2': 3, 'CRS-PPLO': 3, '201-B': 11, '349-C': 19, 'D3-HKH': 1, 'BSK-GNE': 1, '43-C': 26, '45-F': 40, 'SNBS-HKH': 1, 'BSK3-IXP': 2, 'IXP-BSK3': 2, 'BSK3-KMT': 5, 'AGO-AGL': 1, '45-K': 13, '201-G BSK-DMLR': 8, '201-E': 10, '43-J': 15, '34-A': 12, 'CKA-KBS-GKVK': 3, '45-G': 46, 'KBS-GSHED-HSK': 1, 'PPLO-AGS-KBS': 2, '255 YTTMC-MTH': 4, 'KBS-AGS-PPLO': 6, 'JBS-HNR-KMT': 2, 'KMT-HNR-JBS': 2, 'PPLO-AGS-SBS': 1, 'AS-17': 14, 'KBS-AGSL-PPLO': 12, 'SBS-HNR-AGSL': 2, 'KBS-GSHR-AGSLO': 2, 'PPLO-KMT-KBS': 3, 'BTT-VSD-SBS': 1, '45-G KBS-PESC': 1, 'MF-16A': 35, '60-F DPJN-CKA': 1, 'HKLO-JCR-VSD-SBS': 1, 'MF-16A SBS-VJN': 1, 'GNR-CSB-KDG': 2, 'SBS-HNR-PPLO': 1, 'V-45G': 4, 'SGH-BSK-SNR': 4, 'V-Seetha Circle-KDG': 1, '600-C SNR-CPR': 1, 'BSK3-SGH': 1, 'KMT-HSK': 3}"
Hoskerehalli Srinivasa Kalyana Mantapa,12.92579912,77.54423179,117,29171092,"{'45-D': 50, 'D33-AGSL-VBN': 1, 'AGSL-BSK-SBS': 8, 'PPLO-AGS-KBS': 2, 'PPLO-HKH': 2, '600-FB': 19, 'PPLO-KTG-CKA': 1, 'PPLO-AGS-SBS': 1, 'PPLO-SVN': 1, 'PPLO-KMT-KBS': 3, 'MF-20': 28, 'PPLO-NDHMS': 1}"
Ittamadu Cross,12.92782025,77.54608969,115,29171092,"{'13-H': 17, '45-D': 50, 'BSK-AGL': 1, 'D33-AGSL-VBN': 1, 'SBS-BSK-BDA-AGSL': 6, 'AGSL-BSK-SBS': 8, 'PPLO-HKH': 2, '600-FB': 19, 'KBS-AGS-PPLO': 6, 'PPLO-KTG-CKA': 1, 'VBN-PPLO': 1, 'SBS-HNR-AGSL': 2, 'SBS-HNR-PPLO': 1}"
Ittamadu Hoskerehalli,12.92399791,77.54363159,117,29171092,"{'45-D': 50, 'D33-AGSL-VBN': 1, 'AGSL-BSK-SBS': 8, 'PPLO-AGS-KBS': 2, 'PPLO-HKH': 2, '600-FB': 19, 'PPLO-KTG-CKA': 1, 'PPLO-AGS-SBS': 1, 'PPLO-SVN': 1, 'PPLO-KMT-KBS': 3, 'MF-20': 28, 'PPLO-NDHMS': 1}"
Janatha Bazaar Banashankari,12.92831264,77.54575018,596,29171092,"{'43-E SNBS-SVN': 2, 'CSB-MTR': 4, 'ACC B-56': 2, 'D13G-RRN': 2, '374-F': 12, 'D13G-BSN': 1, '510-A': 30, 'KMK-VSD': 1, 'BSK-SNR': 5, 'BSK-D12G': 7, 'BSK-BSN': 11, 'D25-SNR': 2, 'HSRC-GBV': 3, 'D13G-KNGC': 4, 'D13G-SWN': 3, 'D13G-VBN': 1, '500-DH': 22, 'ATB-BBS': 4, 'CHAKRA-3A': 27, 'BSK-GRNE': 4, '410-FA': 43, '501-BH': 24, 'BSK-HSKH': 1, 'BSK-BSK3': 0, 'JNR4T-SNR': 2, 'BSK-NDH-BEML5': 5, '45-D': 50, '410-FB': 11, 'JNR4T-GNR2': 3, 'BSK-GNE': 1, '401-S': 6, 'BTP-ITPL': 7, 'BSK-DPJN': 5, '501-B': 7, '410-FC BSK-TVK': 3, 'BSK-NDH-GKW': 1, '410-G': 19, 'BSK-MTR': 4, '600-KD ELCW-SMH': 1, 'D13G-SVB': 2, '226-H': 11, 'D13G-BUCG': 2, 'KRP-MRH-BSK-MTR': 3, 'KRPRS-HSK': 2, 'NICE-3A': 5, 'PPLO-AGS-KBS': 2, 'PPLO-HKH': 2, 'CAPGR-18': 2, 'BSK-JHC': 13, 'JBS-HNR-KMT': 2, 'BSK-MNNK': 1, 'BSK-VPS': 2, 'D13G-MCTC': 4, 'PNN-RVCL': 1, 'PPLO-AGS-SBS': 1, 'BSK-NBC-CLO-VJN': 2, 'PPLO-SVN': 1, 'HBL-RRN BEML5': 6, 'PPLO-KMT-KBS': 3, 'BTT-VSD-SBS': 1, '502 MRHB-KHBQ': 2, 'V-SVM-CSB-BSK': 1, 'MF-19A': 18, 'MF-20': 28, 'PPLO-NDHMS': 1, 'V-BNP-BSK-SCR': 6, '410-FA BSK-SMH': 5, '410-K BSK-PSB': 2, 'V-D13-BUCG': 1, 'V-BSK-NYND-NGBVC-SWN': 2, '410-F': 10, '501-BH BSK-BMT45': 1, 'SGH-BSK-SNR': 4, '45-G D13G-KBS': 15, 'V-D13-NBVDPT': 1, '410-T': 6, '410-FC': 24, '410-FC BSK-GGP': 1, 'V-501A BSK-AIT': 2, '501-F': 19, 'V-BSK-NYD-AIT': 1, '410--J': 23, '13-J': 15}"
Banashankari 3rd Stage 3rd Phase,12.92764412,77.55136371,209,29171093,"{'SNR-HLS': 3, '201-H': 13, 'ABP-BSK': 9, 'SNR-KRM': 6, 'BSN-NDH-BSK': 3, '223-J': 9, '45-J': 39, 'CRS-PPLO': 3, '201-B': 11, 'KMK-VDPC': 2, 'VDPC-KDG': 0, 'CKA-KBS-GKVK': 3, 'VTTMC-KDG': 3, 'NICE-3A': 5, 'CKA-VKN': 1, 'BSK-MNNK': 1, 'NDH MF-1': 33, 'MF-12': 51, '401-SA': 8, 'V-KGR-NYD-BSK': 5, 'PLO-VLS': 1}"
Hoskerehalli Cross,12.93032903,77.54355905,932,29171093,"{'346-T': 6, 'SNR-HLS': 3, 'JPV-45E': 7, 'CVB-HKH': 1, 'KMT-HKHR': 1, '201-H': 13, 'ABP-BSK': 9, 'HKH-KBS': 6, '45-F KBS-CKA': 1, '43-B': 46, 'ITPL-3N': 2, 'TR-7': 9, '43-H': 15, 'KMK-VSD': 1, 'SNR-KRM': 6, '46-A': 22, '45-E': 39, 'BSK-SNR': 5, '43-M': 11, '201-N': 29, '43-E': 32, 'D25-SNR': 2, 'SGH-BSK3': 1, '225-B JNN-KHBQ': 5, '45-J': 39, '500-DH': 22, '45-B': 29, '43-D': 16, '225-B': 6, '3-E': 24, '3-B': 2, 'JNR4T-SNR': 2, '225-B KHBQ-JNN': 6, '45-A': 20, '34-C': 3, '45-D': 50, 'JNR4T-GNR2': 3, 'CRS-PPLO': 3, '201-B': 11, '349-C': 19, 'D3-HKH': 1, 'BSK-GNE': 1, '43-C': 26, '45-F': 40, 'SNBS-HKH': 1, 'BSK3-IXP': 2, 'IXP-BSK3': 2, 'BSK3-KMT': 5, 'AGO-AGL': 1, '45-K': 13, '201-G BSK-DMLR': 8, '201-E': 10, '43-J': 15, '34-A': 12, 'CKA-KBS-GKVK': 3, '45-G': 46, 'KBS-GSHED-HSK': 1, 'PPLO-AGS-KBS': 2, '255 YTTMC-MTH': 4, 'KBS-AGS-PPLO': 6, 'JBS-HNR-KMT': 2, 'KMT-HNR-JBS': 2, 'PPLO-AGS-SBS': 1, 'AS-17': 14, 'KBS-AGSL-PPLO': 12, 'SBS-HNR-AGSL': 2, 'KBS-GSHR-AGSLO': 2, 'PPLO-KMT-KBS': 3, 'BTT-VSD-SBS': 1, '45-G KBS-PESC': 1, 'MF-16A': 35, '60-F DPJN-CKA': 1, 'HKLO-JCR-VSD-SBS': 1, 'MF-16A SBS-VJN': 1, 'GNR-CSB-KDG': 2, 'SBS-HNR-PPLO': 1, 'V-45G': 4, 'SGH-BSK-SNR': 4, 'V-Seetha Circle-KDG': 1, '600-C SNR-CPR': 1, 'BSK3-SGH': 1, 'KMT-HSK': 3}"
Hoskerehalli Srinivasa Kalyana Mantapa,12.92579912,77.54423179,117,29171093,"{'45-D': 50, 'D33-AGSL-VBN': 1, 'AGSL-BSK-SBS': 8, 'PPLO-AGS-KBS': 2, 'PPLO-HKH': 2, '600-FB': 19, 'PPLO-KTG-CKA': 1, 'PPLO-AGS-SBS': 1, 'PPLO-SVN': 1, 'PPLO-KMT-KBS': 3, 'MF-20': 28, 'PPLO-NDHMS': 1}"
Ittamadu Cross,12.92782025,77.54608969,115,29171093,"{'13-H': 17, '45-D': 50, 'BSK-AGL': 1, 'D33-AGSL-VBN': 1, 'SBS-BSK-BDA-AGSL': 6, 'AGSL-BSK-SBS': 8, 'PPLO-HKH': 2, '600-FB': 19, 'KBS-AGS-PPLO': 6, 'PPLO-KTG-CKA': 1, 'VBN-PPLO': 1, 'SBS-HNR-AGSL': 2, 'SBS-HNR-PPLO': 1}"
Ittamadu Hoskerehalli,12.92399791,77.54363159,117,29171093,"{'45-D': 50, 'D33-AGSL-VBN': 1, 'AGSL-BSK-SBS': 8, 'PPLO-AGS-KBS': 2, 'PPLO-HKH': 2, '600-FB': 19, 'PPLO-KTG-CKA': 1, 'PPLO-AGS-SBS': 1, 'PPLO-SVN': 1, 'PPLO-KMT-KBS': 3, 'MF-20': 28, 'PPLO-NDHMS': 1}"
Janatha Bazaar Banashankari,12.92831264,77.54575018,596,29171093,"{'43-E SNBS-SVN': 2, 'CSB-MTR': 4, 'ACC B-56': 2, 'D13G-RRN': 2, '374-F': 12, 'D13G-BSN': 1, '510-A': 30, 'KMK-VSD': 1, 'BSK-SNR': 5, 'BSK-D12G': 7, 'BSK-BSN': 11, 'D25-SNR': 2, 'HSRC-GBV': 3, 'D13G-KNGC': 4, 'D13G-SWN': 3, 'D13G-VBN': 1, '500-DH': 22, 'ATB-BBS': 4, 'CHAKRA-3A': 27, 'BSK-GRNE': 4, '410-FA': 43, '501-BH': 24, 'BSK-HSKH': 1, 'BSK-BSK3': 0, 'JNR4T-SNR': 2, 'BSK-NDH-BEML5': 5, '45-D': 50, '410-FB': 11, 'JNR4T-GNR2': 3, 'BSK-GNE': 1, '401-S': 6, 'BTP-ITPL': 7, 'BSK-DPJN': 5, '501-B': 7, '410-FC BSK-TVK': 3, 'BSK-NDH-GKW': 1, '410-G': 19, 'BSK-MTR': 4, '600-KD ELCW-SMH': 1, 'D13G-SVB': 2, '226-H': 11, 'D13G-BUCG': 2, 'KRP-MRH-BSK-MTR': 3, 'KRPRS-HSK': 2, 'NICE-3A': 5, 'PPLO-AGS-KBS': 2, 'PPLO-HKH': 2, 'CAPGR-18': 2, 'BSK-JHC': 13, 'JBS-HNR-KMT': 2, 'BSK-MNNK': 1, 'BSK-VPS': 2, 'D13G-MCTC': 4, 'PNN-RVCL': 1, 'PPLO-AGS-SBS': 1, 'BSK-NBC-CLO-VJN': 2, 'PPLO-SVN': 1, 'HBL-RRN BEML5': 6, 'PPLO-KMT-KBS': 3, 'BTT-VSD-SBS': 1, '502 MRHB-KHBQ': 2, 'V-SVM-CSB-BSK': 1, 'MF-19A': 18, 'MF-20': 28, 'PPLO-NDHMS': 1, 'V-BNP-BSK-SCR': 6, '410-FA BSK-SMH': 5, '410-K BSK-PSB': 2, 'V-D13-BUCG': 1, 'V-BSK-NYND-NGBVC-SWN': 2, '410-F': 10, '501-BH BSK-BMT45': 1, 'SGH-BSK-SNR': 4, '45-G D13G-KBS': 15, 'V-D13-NBVDPT': 1, '410-T': 6, '410-FC': 24, '410-FC BSK-GGP': 1, 'V-501A BSK-AIT': 2, '501-F': 19, 'V-BSK-NYD-AIT': 1, '410--J': 23, '13-J': 15}"
Kathriguppe Outer Ring road,12.92503965,77.55039624,575,29171093,"{'43-E SNBS-SVN': 2, 'CSB-MTR': 4, 'ACC B-56': 2, 'D13G-RRN': 2, '374-F': 12, 'D13G-BSN': 1, '510-A': 30, 'KMK-VSD': 1, 'BSK-SNR': 5, 'BSK-D12G': 7, 'BSK-BSN': 11, 'D25-SNR': 2, 'HSRC-GBV': 3, 'D13G-KNGC': 4, 'D13G-SWN': 3, 'D13G-VBN': 1, '500-DH': 22, 'ATB-BBS': 4, 'CHAKRA-3A': 27, '13-H': 17, 'PPLO-D': 3, 'BSK-GRNE': 4, '410-FA': 43, '501-BH': 24, 'BSK-HSKH': 1, 'BSK-BSK3': 0, 'JNR4T-SNR': 2, 'BSK-NDH-BEML5': 5, '410-FB': 11, 'JNR4T-GNR2': 3, 'BSK-GNE': 1, '401-S': 6, 'BTP-ITPL': 7, 'BSK-DPJN': 5, '501-B': 7, 'BSK-AGL': 1, '410-FC BSK-TVK': 3, 'BSK-NDH-GKW': 1, '410-G': 19, 'BSK-MTR': 4, 'CKA-KBS-GKVK': 3, '600-KD ELCW-SMH': 1, 'D13G-SVB': 2, '226-H': 11, 'D13G-BUCG': 2, 'KRP-MRH-BSK-MTR': 3, 'KRPRS-HSK': 2, 'BEMLC-5': 5, 'SBS-BSK-BDA-AGSL': 6, 'BSK-JHC': 13, 'JBS-HNR-KMT': 2, 'BSK-MNNK': 1, 'BSK-VPS': 2, 'D13G-MCTC': 4, 'PNN-RVCL': 1, 'BSK-NBC-CLO-VJN': 2, 'HBL-RRN BEML5': 6, 'BTT-VSD-SBS': 1, '502 MRHB-KHBQ': 2, 'V-SVM-CSB-BSK': 1, 'MF-19A': 18, 'V-BNP-BSK-SCR': 6, '410-FA BSK-SMH': 5, '410-K BSK-PSB': 2, 'V-D13-BUCG': 1, 'V-BSK-NYND-NGBVC-SWN': 2, '410-F': 10, '501-BH BSK-BMT45': 1, 'SGH-BSK-SNR': 4, '45-G D13G-KBS': 15, 'V-D13-NBVDPT': 1, '410-T': 6, '410-FC': 24, '410-FC BSK-GGP': 1, 'V-501A BSK-AIT': 2, '501-F': 19, 'V-BSK-NYD-AIT': 1, '410--J': 23, '13-E': 30, 'BSK-VKN': 1, '401-B YNTAEH-YTTMC': 3, '13-J': 15}"
Banashankari 3rd Stage 3rd Phase,12.92764412,77.55136371,209,29171094,"{'SNR-HLS': 3, '201-H': 13, 'ABP-BSK': 9, 'SNR-KRM': 6, 'BSN-NDH-BSK': 3, '223-J': 9, '45-J': 39, 'CRS-PPLO': 3, '201-B': 11, 'KMK-VDPC': 2, 'VDPC-KDG': 0, 'CKA-KBS-GKVK': 3, 'VTTMC-KDG': 3, 'NICE-3A': 5, 'CKA-VKN': 1, 'BSK-MNNK': 1, 'NDH MF-1': 33, 'MF-12': 51, '401-SA': 8, 'V-KGR-NYD-BSK': 5, 'PLO-VLS': 1}"
Hoskerehalli Cross,12.93032903,77.54355905,932,29171094,"{'346-T': 6, 'SNR-HLS': 3, 'JPV-45E': 7, 'CVB-HKH': 1, 'KMT-HKHR': 1, '201-H': 13, 'ABP-BSK': 9, 'HKH-KBS': 6, '45-F KBS-CKA': 1, '43-B': 46, 'ITPL-3N': 2, 'TR-7': 9, '43-H': 15, 'KMK-VSD': 1, 'SNR-KRM': 6, '46-A': 22, '45-E': 39, 'BSK-SNR': 5, '43-M': 11, '201-N': 29, '43-E': 32, 'D25-SNR': 2, 'SGH-BSK3': 1, '225-B JNN-KHBQ': 5, '45-J': 39, '500-DH': 22, '45-B': 29, '43-D': 16, '225-B': 6, '3-E': 24, '3-B': 2, 'JNR4T-SNR': 2, '225-B KHBQ-JNN': 6, '45-A': 20, '34-C': 3, '45-D': 50, 'JNR4T-GNR2': 3, 'CRS-PPLO': 3, '201-B': 11, '349-C': 19, 'D3-HKH': 1, 'BSK-GNE': 1, '43-C': 26, '45-F': 40, 'SNBS-HKH': 1, 'BSK3-IXP': 2, 'IXP-BSK3': 2, 'BSK3-KMT': 5, 'AGO-AGL': 1, '45-K': 13, '201-G BSK-DMLR': 8, '201-E': 10, '43-J': 15, '34-A': 12, 'CKA-KBS-GKVK': 3, '45-G': 46, 'KBS-GSHED-HSK': 1, 'PPLO-AGS-KBS': 2, '255 YTTMC-MTH': 4, 'KBS-AGS-PPLO': 6, 'JBS-HNR-KMT': 2, 'KMT-HNR-JBS': 2, 'PPLO-AGS-SBS': 1, 'AS-17': 14, 'KBS-AGSL-PPLO': 12, 'SBS-HNR-AGSL': 2, 'KBS-GSHR-AGSLO': 2, 'PPLO-KMT-KBS': 3, 'BTT-VSD-SBS': 1, '45-G KBS-PESC': 1, 'MF-16A': 35, '60-F DPJN-CKA': 1, 'HKLO-JCR-VSD-SBS': 1, 'MF-16A SBS-VJN': 1, 'GNR-CSB-KDG': 2, 'SBS-HNR-PPLO': 1, 'V-45G': 4, 'SGH-BSK-SNR': 4, 'V-Seetha Circle-KDG': 1, '600-C SNR-CPR': 1, 'BSK3-SGH': 1, 'KMT-HSK': 3}"
Hoskerehalli Srinivasa Kalyana Mantapa,12.92579912,77.54423179,117,29171094,"{'45-D': 50, 'D33-AGSL-VBN': 1, 'AGSL-BSK-SBS': 8, 'PPLO-AGS-KBS': 2, 'PPLO-HKH': 2, '600-FB': 19, 'PPLO-KTG-CKA': 1, 'PPLO-AGS-SBS': 1, 'PPLO-SVN': 1, 'PPLO-KMT-KBS': 3, 'MF-20': 28, 'PPLO-NDHMS': 1}"
Ittamadu Cross,12.92782025,77.54608969,115,29171094,"{'13-H': 17, '45-D': 50, 'BSK-AGL': 1, 'D33-AGSL-VBN': 1, 'SBS-BSK-BDA-AGSL': 6, 'AGSL-BSK-SBS': 8, 'PPLO-HKH': 2, '600-FB': 19, 'KBS-AGS-PPLO': 6, 'PPLO-KTG-CKA': 1, 'VBN-PPLO': 1, 'SBS-HNR-AGSL': 2, 'SBS-HNR-PPLO': 1}"
Ittamadu Hoskerehalli,12.92399791,77.54363159,117,29171094,"{'45-D': 50, 'D33-AGSL-VBN': 1, 'AGSL-BSK-SBS': 8, 'PPLO-AGS-KBS': 2, 'PPLO-HKH': 2, '600-FB': 19, 'PPLO-KTG-CKA': 1, 'PPLO-AGS-SBS': 1, 'PPLO-SVN': 1, 'PPLO-KMT-KBS': 3, 'MF-20': 28, 'PPLO-NDHMS': 1}"
