route_long_name,route_short_name,agency_id,route_type,route_id
CS-Anchepalya ⇔ CS-St Clare School,SCS-6,1,3,1a0
CS-Andhrahalli Govt School ⇔ CS-HAL Main Gate,HALPV-11,1,3,2du
CS-Anjanamurty ⇔ CS-Sophiya School,SPHS-12,1,3,21r
CS-Arakere Gate ⇔ CS-BEML Factory,BEMLA-12,1,3,1bj
CS-Arishinakunte ⇔ CS-HAL Main Gate,HALPV-12,1,3,2ym
CS-Ashoka Pillar ⇔ CS-Kendriya Vidyalaya ASC Center,KVPTA-1,1,3,241
CS-Ashoka Pillar ⇔ CS-Sophiya School,SHS-7,1,3,2xi
CS-Ayyappa Temple Banasawadi ⇔ CS-Kendriya Vidyalaya Halasuru (MEGC),KVUL-03,1,3,1hz
CS-B Channasandra Bridge ⇔ CS-BEL Factory,BEL GS-37,1,3,1ua
CS-BEL Factory ⇔ CS-Gowdanapalya,BELGS-32,1,3,1zc
CS-BEL Factory ⇔ CS-Gruhalakshmi Layout,BEL GS-36,1,3,dz
CS-BEL Factory ⇔ CS-Havanur Circle,BELGS-51,1,3,8h
CS-BEL Factory ⇔ CS-Kalyana Mantapa Koramangala,BEL GS-25,1,3,1l
CS-BEL Factory ⇔ CS-Viva Toyota Hunasamaranahalli,BEL GS-21,1,3,1sy
CS-BEML Factory ⇔ CS-Anjaneya Temple Beguru,BEMLA-14,1,3,17i
CS-BEML Factory ⇔ CS-Arehalli Taja Cake,BEML A-5,1,3,21g
CS-BEML Factory ⇔ CS-BEL Factory,BEL GS-19,1,3,12s
CS-BEML Factory ⇔ CS-Bhodhana Hosahalli,BEMLA-3,1,3,kz
CS-BEML Factory ⇔ CS-Deepanjalinagara,BEML A-17,1,3,hb
CS-BEML Layout 5th Stage ⇔ CS-BEML Factory,BEMLA-15,1,3,2oc
CS-BEML Layout JVS ⇔ CS-BEML Factory,BEMLJVS A-6,1,3,218
CS-BMSIT College Campous Yelahanka ⇔ CS-HAL Main Gate,HALPV-4,1,3,2wq
CS-BPL Arekere ⇔ CS-PAPAS Trading PVT LTD,PTPL-2R,1,3,19p
CS-BUC Quarters ⇔ CS-BEML Factory,BEMLA-20,1,3,fl
CS-Bagalagunte Cross ⇔ CS-Shanthinagara Bus Station,Call Bus-01,1,3,2gc
CS-Bagmane Tech Park ⇔ CS-MS Palya,BTP-23,1,3,j9
CS-Bagmane Tech Park ⇔ CS-Sarjapura Police Station,BTP-20,1,3,6u
CS-Bagmane Tech Park ⇔ CS-Swamy Vivekanada Metro Station,BTP-6D,1,3,7i
CS-Baiyappanahalli Metro Station ⇔ CS-Christal House Learning School,CHLS-6,1,3,dp
CS-Banashankari ⇔ CS-Avasarala Factory Kanakapura Road,AVS-1,1,3,26p
CS-Banashankari ⇔ CS-St Joseph Boys High School Musuem Road,SJBHS-8,1,3,28v
CS-Bande Mutt Arch ⇔ CS-HAL ARDC,HAL PV-3,1,3,uz
CS-Bannerughatta Circle ⇔ CS-BEL Factory,BELGS-5,1,3,1ng
CS-Basava Gangotri Samste ⇔ CS-St Clare School,SCS-7,1,3,2b1
CS-Basavanagara Kengeri ⇔ CS-St Benidict School,ST BENEDICT-10,1,3,161
CS-Beereshwaranagara ⇔ CS-BEL Factory,BELGS-6,1,3,81
CS-Belenus Hospital Near Carmelram Gate ⇔ CS-Genius Global School Kodathi,GGS-03,1,3,1ce
CS-Bhattarahalli Bank Of India ⇔ CS-BEL Factory,BEL GS-30,1,3,2mu
CS-Bhoopasandra ⇔ CS-Vidyaniketan School Hebbala,VNS-16,1,3,1wx
CS-Bhuvaneshwari Nagar ⇔ CS-Vidyaniketan School Hebbala,VNS-12,1,3,2zv
CS-Bidarahalli ⇔ CS-BEML Factory,BEML A-31,1,3,2m
CS-Binny Mill ETA Garden ⇔ CS-Vidyaniketan School Hebbala,VNS--24,1,3,31u
CS-Bommasandra Canara Bank ⇔ CS-BEL Factory,BEL GS-12,1,3,2x5
CS-Brigade Millenium ⇔ CS-BEL Factory,BELGS-9,1,3,19n
CS-Brigade Millenium ⇔ CS-Head Start School Kommasandra,HSS-05,1,3,jo
CS-Bristol Quarters ⇔ CS-HAL New Public School,HALNPS-4,1,3,8d
CS-Budigere ⇔ CS-HAL ARDC,HAL PV-18,1,3,1xr
CS-Byrathi Bande ⇔ CS-Army Public School Kamaraja Road,ARMY-8,1,3,2df
CS-Byrathi Bande ⇔ CS-St Joseph Boys High School Musuem Road,SJBHS-4A,1,3,252
CS-Byrathi Bande ⇔ CS-St Joseph Boys High School Musuem Road,SJBHS-4B,1,3,309
CS-CBI ⇔ CS-Bishop Coton Girls High School,BCGHS-14,1,3,qj
CS-CMP Centre and School ⇔ CS-Army Public School Kamaraja Road,APS-28,1,3,2ox
CS-CPWD HSR Layout ⇔ CS-Kendriya Vidyalaya ASC Center,KVASC-02,1,3,1u9
CS-CV Raman Nagara Railway Gate ⇔ CS-BEL Factory,BELGS-16,1,3,2o2
CS-Chandra Layout ⇔ CS-Udbhava School Gulaganjanahalli,UBVS-2,1,3,1xc
CS-Chandrappa Circle ⇔ CS-St Clare School,SCS-2,1,3,84
CS-Chikka Bellanduru ⇔ CS-Sapthagiri Vidya Mandir,SVMS-2,1,3,1ca
CS-Chikkabanavara ⇔ CS-BEML Factory,BEMLA-2,1,3,ds
CS-Chikkabanavara ⇔ CS-Kengeri Work Shop,CALLBUS KWS-7,1,3,17m
CS-Chinnappa Garden ⇔ CS-BEL Factory,BELGS-28,1,3,a2
CS-Chowdary Line ⇔ CS-ARMY PUBLIC SCHOOL (Parachute Regiment),ARMY-001,1,3,1tw
CS-Chowdary Line ⇔ CS-ARMY PUBLIC SCHOOL (Parachute Regiment),ARMY-002,1,3,2gk
CS-Chowdary Line ⇔ CS-Army Public School Kamaraja Road,ARMY-11,1,3,2m8
CS-Chowdeshwarinagara ORR ⇔ CS-HAL ARDC,HALPV-14,1,3,1pc
CS-Christal House Learning School ⇔ CS-Kacharakanahalli,CHLS-9,1,3,bm
CS-Classic Archid Apartment Kothanuru ⇔ CS-Valley School Kanakapura Road,VLS-6,1,3,1d3
CS-DSC HAL GM Palya ⇔ CS-Kendriya Vidyalaya ASC Center,KVASC-10A,1,3,19c
CS-Dayananda Sagar College Banashankari ⇔ CS-Dayanand Sagar College Kanakapura Road,DSC-4,1,3,16p
CS-Dayananda Sagar College Banashankari ⇔ CS-Dayanand Sagar College Kanakapura Road,DSIT-1,1,3,2mc
CS-Dayananda Sagar College Banashankari ⇔ CS-Dayanand Sagar College Kanakapura Road,DSIT-2A,1,3,1c6
CS-Deepa Complex ⇔ CS-Kendriya Vidyalaya Malleshwara,KVM-3,1,3,14z
CS-Deepanjalinagara ⇔ CS-BMSIT College Campous Yelahanka,BMSIT-05,1,3,28r
CS-Depot-06 Gate ⇔ CS-Head Start School Kommasandra,HSS-06,1,3,dm
CS-Depot-06 Gate ⇔ CS-Head Start School Kommasandra,HSS-7,1,3,1ow
CS-Depot-06 Gate ⇔ CS-Oasis School,OASIS-4B,1,3,1pw
CS-Depot-10 Gate ⇔ CS-BEL Factory,BELGS-27,1,3,1ej
CS-Depot-10 Gate ⇔ CS-Sophiya School,SPHS-15,1,3,br
CS-Depot-10 Gate ⇔ CS-St Johns High School Thomas Cafe,STJHS-1,1,3,9d
CS-Depot-10 Gate ⇔ CS-St Johns High School Thomas Cafe,STJHS-2,1,3,2pz
CS-Depot-10 Gate ⇔ CS-St Johns High School Thomas Cafe,STJHS-4,1,3,ws
CS-Depot-10 Gate ⇔ CS-St Vincent Palloti School,SVPS-01,1,3,2uw
CS-Depot-12 Gate ⇔ CS-St Clare School,SCS-10,1,3,2fk
CS-Depot-14 Gate ⇔ CS-Juggat Pharma,JGF-02,1,3,1ym
CS-Depot-14 Gate ⇔ CS-Sophiya School,SPHS-10,1,3,2pe
CS-Depot-14 Gate ⇔ CS-Sophiya School,SPHS-3,1,3,2dn
CS-Depot-24 Gate ⇔ CS-Bishop Coton Girls High School,BCGHS-11.,1,3,16e
CS-Depot-24 Gate ⇔ CS-Head Start School Kommasandra,HSS-07,1,3,i9
CS-Depot-31 ⇔ CS-CWS-3,Call Bus CWS-3,1,3,10i
CS-Depot-34 ⇔ CS-Active Public School Hommadevanahalli,APS-01,1,3,2ea
CS-Depot-34 ⇔ CS-Bishop Coton Girls High School,BCGHS-13,1,3,2nz
CS-Depot-34 ⇔ CS-Sanabil Educational Trust,SET-02,1,3,2gy
CS-Depot-42 Gate ⇔ CS-Genius Global School Kodathi,GGS-01,1,3,yc
CS-Depot-42 Gate ⇔ CS-Genius Global School Kodathi,GGS-04,1,3,2mz
CS-Devis Road ⇔ CS-Vidyaniketan School Hebbala,VNS-3,1,3,1go
CS-Dhoopanahalli ⇔ CS-Vidyaniketan School Hebbala,VNS-17,1,3,2ka
CS-Dodda Nagamangala Tirumala Bekary ⇔ CS-Mahathma Vidhyalaya Muttanalluru,MVSM-01,1,3,1g9
CS-Doddabele ⇔ CS-Gnana Bodhini High School,GBN-1,1,3,2co
CS-Doddakannalli ⇔ CS-Sapthagiri Vidya Mandir,SVMS- 2,1,3,mn
CS-Domlur Marriad Accomadation ⇔ CS-ARMY Public School ASC Center,ARMY-03,1,3,2w8
CS-Domlur Marriad Accomadation ⇔ CS-Army Public School Kamaraja Road,APS-27,1,3,22k
CS-ESHA HOSPITAL ATTUR LAYOUT ⇔ CS-Bagmane Tech Park,BTP-26,1,3,21n
CS-East End Jayanagara ⇔ CS-Kengeri Work Shop,KWS-6,1,3,217
CS-Ejipura ⇔ CS-Army Public School Kamaraja Road,APS-14,1,3,2tt
CS-Electronic City ⇔ CS-Head Start School Kommasandra,HSS-19,1,3,48
CS-Electronic City ⇔ CS-ITPL,ITPL-7B,1,3,30q
CS-Electronic City ⇔ CS-Sanabil Educational Trust,SET-1,1,3,2y7
CS-FAZ FARMS ⇔ CS-St Johns High School Thomas Cafe,STJHS-08,1,3,8s
CS-Fetherlite Factory Guddadahalli ⇔ CS-Featherlite Factory Hejjala,FEATHER-1,1,3,bw
CS-GBJ Colony Gate Doddanekkundi ⇔ CS-HAL Hospital,HALHSP-1,1,3,27q
CS-GKW Layout ⇔ CS-BEL Factory,BEL GS-38,1,3,1si
CS-GM Palya ⇔ CS-Army Public School Kamaraja Road,ARMY--1,1,3,ft
CS-GM Palya ⇔ CS-Kendriya Vidyalaya ASC Center,KVPTA-10,1,3,xr
CS-Ganapathi Enclave ⇔ CS-Army Public School Kamaraja Road,APS-15,1,3,1a2
CS-Gangondanahalli Chandra Layout ⇔ CS-BEL Factory,BELGS-35,1,3,zf
CS-Garuda Mall Magrath Road ⇔ CS-Shahi Exports PVT Ltd Unit-7,SEPB-5,1,3,ni
CS-Girinagara Extension ⇔ CS-BEL Factory,BELGS-26,1,3,sz
CS-Gongatipura ⇔ CS-HAL Main Gate,HAL PV-2,1,3,1gs
CS-Good Earth Malhar ⇔ CS-Valley School Kanakapura Road,VLS-003,1,3,nz
CS-Gottigere ⇔ CS-Bagmane Tech Park,BTP-6C,1,3,2pi
CS-Gottigere ⇔ CS-Kendriya Vidyalaya ASC Center,KVPTA-11,1,3,1cn
CS-Govt Soap Factory ⇔ CS-BMSIT College Campous Yelahanka,BMSIT-02,1,3,1ro
CS-Gowdanapalya ⇔ CS-Bishop Coton Girls High School,BCGS-20,1,3,wr
CS-Gubbi Cross ⇔ CS-Bishop Coton Girls High School,BCGHS-15,1,3,1ab
CS-Gunjuru ⇔ CS-BEML Factory,BEML A-1,1,3,11w
CS-Gunjuru ⇔ CS-Shahi Ex PVT Ltd U-7 Bellanduru,SHAHI-1,1,3,27f
CS-HAL Gnanajyothi School ⇔ CS-Kendriya Vidyalaya DRDO Quarters,KV-2,1,3,1wv
CS-HAL LCA ⇔ CS-Vidyamanyanagara,HAL PV-10,1,3,2u
CS-HAL Main Gate ⇔ CS-Annapoorneshwarinagara,HALPV-16,1,3,21a
CS-HAL Main Gate ⇔ CS-Kengeri Work Shop,KWS CALLBUS-8,1,3,tq
CS-HAL Main Gate ⇔ CS-Kommaghatta,HALPV-5,1,3,268
CS-HAL Main Gate ⇔ CS-Nelamangala Bus Stand,HAL PV-17,1,3,1cr
CS-HAL Market/SBI Bank ⇔ CS-Kendriya Vidyalaya ASC Center,KVASC-03,1,3,2og
CS-HAL Museum ⇔ CS-Head Start School Kommasandra,HSS-22,1,3,1zr
CS-HP Petrol Bunk Coles Road ⇔ CS-Malya Adithi School,ADITI-9,1,3,1sl
CS-Hado Siddapura ⇔ CS-Mahathma Vidhyalaya Muttanalluru,MVSM-2,1,3,14a
CS-Havanur Circle ⇔ CS-Vidyaniketan School Hebbala,VNS-8,1,3,v4
CS-Head Start School Kommasandra ⇔ CS-Gunjuru,HSS-20,1,3,j2
CS-Hegganahalli ⇔ CS-BEL Factory,BELGS-54,1,3,29g
CS-Heritage Estate ⇔ CS-ITPL,ITPL-8E,1,3,1hf
CS-Hosa Road ⇔ CS-Kendriya Vidyalaya ASC Center,KVPTA-7,1,3,2j5
CS-Hosakerehalli Cross ⇔ CS-ITPL,ITPL-3N,1,3,kp
CS-Hosakote KEB Circle ⇔ CS-BEL Factory,BEL GS-1,1,3,1pa
CS-Hosakote KEB Circle ⇔ CS-BEML Factory,BEMLA-4,1,3,2cu
CS-ISRO Quarters Jalahalli ⇔ CS-ISRO Karthik Nagara,ISROKN-4,1,3,1df
CS-ISRO Quarters Jalahalli ⇔ CS-ISRO Murugeshpalya,ISROM-1,1,3,pu
CS-ITPL ⇔ CS-Deepanjalinagara,ITPB-3H,1,3,23f
CS-ITPL ⇔ CS-Girinagara Extension,ITPB-1M,1,3,2r2
CS-ITPL ⇔ CS-Indiranagara KFC,ITPB-4H,1,3,i1
CS-Indian Airforce Yelahanka ⇔ CS-ITPL,ITPL-8,1,3,sb
CS-Indiranagara 12th Main ⇔ CS-Malya Adithi School,ADITI-10,1,3,1rm
CS-Indiranagara Police Station/KFC ⇔ CS-BMSIT College Campous Yelahanka,BMSIT-11,1,3,195
CS-Ittamadu Reliance Smart Point ⇔ CS-Udbhava School Gulaganjanahalli,UBVS-01,1,3,1o
CS-JP Nagara 15th Cross ⇔ CS-BEL Factory,BEL-10,1,3,dy
CS-JP Nagara 6th Phase ⇔ CS-Juggat Pharma,JGF-4,1,3,2xf
CS-JP Nagara Metro Station ⇔ CS-St Joseph Boys High School Musuem Road,SJBHS-07,1,3,2wp
CS-Jai Bharath Nagar ⇔ CS-Christal House Learning School,CHLS-8,1,3,9b
CS-Jalahalli Cross ⇔ CS-Sri Sai Packaging Company,SSPC-2,1,3,2up
CS-Jalavayuvihar ⇔ CS-Vidyaniketan School Hebbala,VNS-19,1,3,1k5
CS-Jambu Savari Dinne ⇔ CS-ITPL,ITPL-4J,1,3,2o7
CS-Janatha Bazar Banashankari ⇔ CS-Valley School Kanakapura Road,VLS-1,1,3,201
CS-Jnanakshi Vidyaniketan School ⇔ CS-Jnanakshi Vidyaniketan School,JNSVS-1,1,3,3f
CS-Jnanakshi Vidyaniketan School ⇔ CS-Jnanakshi Vidyaniketan School,JNSVS-3,1,3,2vg
CS-Jnanakshi Vidyaniketan School ⇔ CS-Jnanakshi Vidyaniketan School,JNSVS-4,1,3,2ro
CS-Jnanakshi Vidyaniketan School ⇔ CS-Jnanakshi Vidyaniketan School,JNSVS-5,1,3,1tr
CS-Jnanakshi Vidyaniketan School ⇔ CS-Jnanakshi Vidyaniketan School,JNSVS-6,1,3,42
CS-K Narayanapura Cross ⇔ CS-Sophiya School,SPHS-01,1,3,uj
CS-K Narayanapura ⇔ CS-Sophiya School,SHS-1,1,3,2nd
CS-KLE Hostel Goraguntepalya ⇔ CS-KLE Society College,KLE LAW-1,1,3,1wq
CS-KR Puram Govt Hospital ⇔ CS-BMSIT College Campous Yelahanka,BMSIT-03,1,3,1f2
CS-KR Puram Govt Hospital ⇔ CS-Sophiya School,SHS-2,1,3,25w
CS-KR Puram Railway Station ⇔ CS-BEML Factory,BEML-33A,1,3,2qu
CS-KR Puram Railway Station ⇔ CS-St Joseph Boys High School Musuem Road,SJBHS-9,1,3,2vf
CS-Kachamaranahalli ⇔ CS-Aspire bee School,ABS-2,1,3,2h9
CS-Kadugodi Bus Stand ⇔ CS-BEL Factory,BELGS-2,1,3,33
CS-Kalkere ⇔ CS-Army Public School Kamaraja Road,ARMY-6A,1,3,hn
CS-Kalyananagara Bus Stand ⇔ CS-Sophiya School,SPHS-08,1,3,13g
CS-Kalyananagara Bus Stand ⇔ CS-St Joseph Boys High School Musuem Road,SJBHS-04,1,3,f4
CS-Kamakya Talkies ⇔ CS-BEL Factory,BELGS-31,1,3,bj
CS-Kamalanagara ⇔ CS-BEL Factory,BELGS-56,1,3,1ss
CS-Kannamangala Railway Gollahalli ⇔ CS-BEL Factory,BELGS-3,1,3,71
CS-Kannur Circle ⇔ CS-Bamboo Bazaar,L & T-6,1,3,3
CS-Kannur Circle ⇔ CS-Pottery Town,L & T-04,1,3,25g
CS-Karekal Cross ⇔ CS-BEL Factory,BELGS-22,1,3,62
CS-Kastruriba Road ⇔ CS-Valley School Kanakapura Road,VLS-2.,1,3,1vq
CS-Kaval Byrasandra ⇔ CS-Christal House Learning School,CHLS-5,1,3,1eo
CS-Kempegowda Institute Nursing Hostel ⇔ CS-KIMS Makkalakoota,KINHT-2,1,3,qy
CS-Kempegowda Swimming Pool ⇔ CS-BEL Factory,BELGS-29,1,3,2l1
CS-Kendriya Vidyalaya Halasuru (MEGC) ⇔ CS-Ayyappa Temple Banasawadi,KVUL-01,1,3,bq
CS-Kendriya Vidyalaya Halasuru (MEGC) ⇔ CS-Ayyappa Temple Banasawadi,KVUL-02,1,3,2dk
CS-Kengeri Bus Stand ⇔ CS-St Clare School,SCS-12,1,3,12j
CS-Kengeri Railway Station ⇔ CS-St Clare School,SCS-8,1,3,10m
CS-Kengeri Work Shop ⇔ CS-6th Block Rajajinagara,CALLBUS-2,1,3,md
CS-Kengeri Work Shop ⇔ CS-Goraguntepalya (Towards Yashwanthapura TTMC),C BUS KWS-1,1,3,iw
CS-Kengeri Work Shop ⇔ CS-Kempegowda Bus Station,CALLBUS KWS-3,1,3,2bc
CS-Kittanahalli ⇔ CS-BEL Factory,BEL GS-22,1,3,22s
CS-Kittanahalli ⇔ CS-HAL Main Gate,HALPV-1,1,3,1pi
CS-Kodathi Gate ⇔ CS-Genius Global School Kodathi,GGS-1,1,3,8f
CS-Kodathi Gate ⇔ CS-Genius Global School Kodathi,GGS-2,1,3,1rp
CS-Koli Farm Gate ⇔ CS-ITPL,ITPL-4B,1,3,87
CS-Konanakunte Cross ⇔ CS-ITPL,ITPL-4G,1,3,1s6
CS-Kongovi PVT LTD Peenya ⇔ CS-Kangovi PVT LTD Kukkanahalli,KANGOVI-1,1,3,1b1
CS-Kongovi PVT LTD Peenya ⇔ CS-Kangovi PVT LTD Kukkanahalli,KANGOVI-6,1,3,y4
CS-Kongovi PVT LTD Peenya ⇔ CS-Kangovi PVT LTD Kukkanahalli,KANGOVI-7,1,3,29m
CS-Koramangala TTMC ⇔ CS-Head Start School Kommasandra,HSS-01,1,3,2m7
CS-Koramangala TTMC ⇔ CS-SJS CBSE Gate-2,SJS-02,1,3,40
CS-Kothnoor Dinne JP Nagara 8th Phase ⇔ CS-PAPAS Trading PVT LTD,PTPL-1R,1,3,cn
CS-Kudlu Slum Quaters ⇔ CS-Shahi Ex PVT Ltd U-7 Bellanduru,SEPB-04,1,3,180
CS-LAKE VIEW appartment near beedi colony ⇔ CS-St Benidict School,ST BEN-20,1,3,j3
CS-MEG Center ⇔ CS-Army Public School Kamaraja Road,APS-20,1,3,1t6
CS-MEG Center ⇔ CS-Army Public School Kamaraja Road,APS-24,1,3,zs
CS-MEG Center ⇔ CS-Army Public School Kamaraja Road,APS-25,1,3,2dr
CS-MEG Center ⇔ CS-Army Public School Kamaraja Road,APS-26,1,3,zr
CS-Makali ⇔ CS-BEML Factory,BEMLA-10,1,3,yu
CS-Maligondanahalli ⇔ CS-St Clare School,SCS-9,1,3,1v5
CS-Mantri Green Apartment Sampige Talkies ⇔ CS-Vidyaniketan School Hebbala,VNS-01,1,3,2qw
CS-Marappa Garden ⇔ CS-BEML Factory,BEMLA-28,1,3,1ov
CS-Marathahalli Bridge ⇔ CS-ITPL,ITPL-5B,1,3,2ih
CS-Mariyannapalya ⇔ CS-IIHS Sadashivanagara,IIHS-01,1,3,l1
CS-Mariyannapalya ⇔ CS-IIHS Sadashivanagara,IIHS-02,1,3,1vn
CS-Maruthi Mandira ⇔ CS-Shanthinagara Bus Station,CALLBUS-02,1,3,2mp
CS-Mayohall ⇔ CS-ITPL,ITPL-10D,1,3,2aw
CS-Miranda School ⇔ CS-Sophiya School,SHS-5,1,3,2vc
CS-Mount Carmel College ⇔ CS-Centre for Learning School Varadenahalli,CFLF-2,1,3,2ks
CS-Muneshwar Temple BMD ⇔ CS-Kengeri Work Shop,KWS-02,1,3,1b2
CS-Muneshwara Layout ⇔ CS-St Clare School,SCS-5,1,3,qk
CS-Munnekolalu Cross ⇔ CS-Kendriya Vidyalaya ASC Center,KVPTA-3A,1,3,9r
CS-Munnekolalu ⇔ CS-BEL Factory,BEL GS-17,1,3,1vw
CS-Munnekolalu ⇔ CS-St Joseph Boys High School Musuem Road,SJBHS-06,1,3,i2
CS-Muttanallur Cross ⇔ CS-BEL Factory,BELGS-4,1,3,1bz
CS-Mylasandra Cross ⇔ CS-St Clare School,SCS-03,1,3,2zj
CS-NGV Koramangala ⇔ CS-ARMY Public School ASC Center,ARMY-01A,1,3,1vl
CS-NGV Koramangala ⇔ CS-ARMY Public School ASC Center,ARMY-1,1,3,e9
CS-NICE Jn Kengeri ⇔ CS-St Clare School,SCS-11,1,3,19z
CS-NP Medical Store RPC Layout ⇔ CS-BEL Factory,BELGS-34,1,3,168
CS-Nagarabhavi Circle ⇔ CS-Sophiya School,SHS-9,1,3,1a8
CS-Nagavara Junction ⇔ CS-Hasanath College Dickenson Road,HSC-01,1,3,1lw
CS-Nagavara Junction ⇔ CS-Hasanath College Dickenson Road,HSC-01A,1,3,2rs
CS-Nagavarapalya ⇔ CS-Army Public School Kamaraja Road,APS-02,1,3,20t
CS-Nanjappa Circle VRP ⇔ CS-BMSIT College Campous Yelahanka,BMSIT-8,1,3,1v1
CS-Narendra Tent Nagawara ⇔ CS-Christal House Learning School,CHLS-3,1,3,1ct
CS-National Games Village Gate ⇔ CS-Head Start School Kommasandra,HSS-13,1,3,27g
CS-Nethravathi Block ⇔ CS-Army Public School Kamaraja Road,APS-13,1,3,ez
CS-Oasis School ⇔ CS-Ashoka Pillar,Oasis-1B,1,3,14y
CS-Oasis School ⇔ CS-V CARE HOSPITAL,OASIS-2A,1,3,1q7
CS-Okalipuram ⇔ CS-St Joseph Boys High School Musuem Road,SJBHS-01,1,3,2qq
CS-Old Baiyappanahalli ⇔ CS-Christal House Learning School,CHLS-4,1,3,l9
CS-PES College Hostel Kasavanahalli ⇔ CS-PESIT College Electronic City,PESCE-1,1,3,1st
CS-PES College Hostel Kasavanahalli ⇔ CS-PESIT College Electronic City,PESCE-11,1,3,hq
CS-PES College Hostel Kasavanahalli ⇔ CS-PESIT College Electronic City,PESCE-1A,1,3,2xl
CS-PES College Hostel Kasavanahalli ⇔ CS-PESIT College Electronic City,PESCE-1H,1,3,p0
CS-PES College Hostel Kasavanahalli ⇔ CS-PESIT College Electronic City,PESCE-1J,1,3,5j
CS-PES College Hostel Kasavanahalli ⇔ CS-PESIT College Electronic City,PESCE-1K,1,3,17t
CS-PES College Hostel Kasavanahalli ⇔ CS-PESIT College Electronic City,PESCE-1L,1,3,iy
CS-PES College Hostel Kasavanahalli ⇔ CS-PESIT College Electronic City,PESCE-1M,1,3,2ln
CS-PES College Hostel Kasavanahalli ⇔ CS-PESIT College Electronic City,PESCE-1N,1,3,29n
CS-PES College Hostel Kasavanahalli ⇔ CS-PESIT College Electronic City,PESCE-2,1,3,2lj
CS-PES College Hostel Kasavanahalli ⇔ CS-PESIT College Electronic City,PESCE-5,1,3,15c
CS-PES College Hostel Kasavanahalli ⇔ CS-PESIT College Electronic City,PESCE-6,1,3,gf
CS-PES College ORR ⇔ CS-Vidyaniketan School Hebbala,VNS-2,1,3,2sa
CS-Parachute ⇔ CS-Army Public School Kamaraja Road,ARMY-16,1,3,tb
CS-Park Hotel 1MG ⇔ CS-Vidyaniketan School Hebbala,VNS-7,1,3,jw
CS-Patalamma Temple ⇔ CS-HAL Main Gate,HALPV-8,1,3,54
CS-Peenya 2nd Stage ⇔ CS-Kengeri Work Shop,KWS-1,1,3,2fj
CS-People Tree Hospital Girinagara ⇔ CS-Head Start School Kommasandra,HSS-03,1,3,1ox
CS-Platinum City Apartment ⇔ CS-Vidyaniketan School Hebbala,VNS-6,1,3,no
CS-Poornaprajna Layout ⇔ CS-BEL Factory,BELGS-11,1,3,jm
CS-RBI Quarters Cunningham Road ⇔ CS-RBI Nrupatunga Road,RBI-01,1,3,2dy
CS-RK Hegde Nagara ⇔ CS-BEML Factory,BEML B-22,1,3,2pr
CS-RR Medical College ⇔ CS-Shanthinagara Bus Station,CALLBUS-11,1,3,159
CS-RT Nagara Police Station ⇔ CS-Vidyaniketan School Hebbala,VNS-13,1,3,1co
CS-RV College ⇔ CS-BEL Factory,BELGS-13,1,3,121
CS-Raghavendra Swamy Temple ⇔ CS-BEL Factory,BELGS-20,1,3,271
CS-Rajanukunte ⇔ CS-BEL Factory,BELGS-24,1,3,2a6
CS-Rajanukunte ⇔ CS-HAL Main Gate,HALPV-15,1,3,32
CS-Ramakrishna Ashrama ⇔ CS-BMSIT College Campous Yelahanka,BMSIT-6,1,3,gw
CS-Ramasandra ⇔ CS-HAL Main Gate,HALPV-9,1,3,2ms
CS-Ramaswamipalya ⇔ CS-BEL Factory,BEL GS-39,1,3,192
CS-Ravi Tent ⇔ CS-Head Start School Kommasandra,HSS-17,1,3,14
CS-Renaissance prosperio apartment ⇔ CS-Sophiya School,SPHS-14,1,3,1em
CS-SDM Hospital Anchepalya ⇔ CS-St Benidict School,ST BEN-10,1,3,ii
CS-SJS CBSE Gate-2 ⇔ CS-Depot-14 Gate,SJS-03,1,3,1zb
CS-Sacred Heart Girls' High School ⇔ CS-Depot-10 Gate,SHGS-2,1,3,1fn
CS-Sadashivanagara ING Vysya Bank ⇔ CS-Malya Adithi School,ADITI-14,1,3,1a9
CS-Sanjayanagara Vybhava Talkies ⇔ CS-Vidyaniketan School Hebbala,VNS-014,1,3,10
CS-Seetharampalya Metro Station ⇔ CS-Bagmane Tech Park (Graphite India),SHUTTLE-01,1,3,1cl
CS-Senior Officers Quaters ⇔ CS-HAL New Public School,NP-03A,1,3,b3
CS-Shakthi Hills Resort ⇔ CS-Valley School Kanakapura Road,VLS-2,1,3,1f7
CS-Shanthinagara Bus Station ⇔ CS-BMSIT College Campous Yelahanka,BMSIT-7,1,3,2ya
CS-Shanthinagara Bus Station ⇔ CS-Kengeri Work Shop,KWS CALLBUS-2,1,3,1ec
CS-Shanthinikethana Layout ⇔ CS-PAPAS Trading PVT LTD,PTPL-3R,1,3,2q4
CS-Sheshadripuram Fortis Hospital ⇔ CS-Oasis School,OASIS-3A,1,3,1wn
CS-Shilp Bekary ⇔ CS-SJS CBSE Gate-2,SJS-1,1,3,w9
CS-Shirke KHB Quarters ⇔ CS-Kendriya Vidyalaya Malleshwara,KVM-4,1,3,26b
CS-Shivanahalli 4th Main ⇔ CS-Bishop Coton Girls High School,BCGHS-7,1,3,1ae
CS-Shobha Hills View Apartment ⇔ CS-Valley School Kanakapura Road,VLS-9,1,3,15n
CS-Shubha Ultima Club House ⇔ CS-Vidyaniketan School Hebbala,VNS-22,1,3,bf
