stop_name,stop_id,stop_lat,stop_lon
Jalahalli West Shettyhalli Road,2ms,13.05921,77.52024
Jalavayu Vihara,534,13.02117,77.63695
Jalavayu Vihara,5js,13.02137,77.63701
Jalige,2iv,13.22619,77.58415
Jalige,2m,13.22605,77.58408
Jalli Machine,1jy,13.08595,77.55535
Jalli Machine,1om,13.04516,77.31535
Jalli Machine,1ov,13.08605,77.55562
Jalli Machine,2j7,13.086,77.55526
Jalli Machine,32r,12.83636,77.62501
Jalli Machine,3ck,13.04514,77.3154
Jalli Machine,3n9,12.83626,77.62503
Jalli Machine,en,13.08601,77.55562
Jambu Savari Dinne,1qx,12.86562,77.58098
Jambu Savari Dinne,2k3,12.86571,77.58097
Jambu Savari Dinne,30s,12.86577,77.5809
Jambu Savari Dinne,5qt,12.86587,77.58093
Janaki Rama Layout,3jj,13.04319,77.6424
Janaki Rama Layout,rk,13.04325,77.64228
Janapriya Apartment,3lp,13.07349,77.50307
Janapriya Apartment,3u9,13.07319,77.50318
Janapriya Apartment,5mn,12.9888,77.49952
Janapriya Apartment,5t2,13.07339,77.50292
Janapriya Apartment,e3,12.98895,77.49938
Janapriya Greenwood Apartment,49i,13.08511,77.51335
Janapriya Township,2j6,12.99903,77.44278
Janapriya Township,a2,12.99901,77.44272
Janatha Bazar  Banashankari,6au,12.92839,77.54594
Janatha Bazar Banashankari,i2,12.92837,77.54577
Janatha Colony,153,12.72419,77.70376
Janatha Colony,jx,12.72429,77.70393
Janatha Colony Byalalu,3d7,12.89417,77.37798
Janatha Colony Byalalu,46f,12.89425,77.37797
Jandemara,2be,12.87463,77.46123
Jandemara,2ow,12.87479,77.46123
Jangamakote,25h,13.26142,77.84676
Jangamakote,51i,13.26136,77.84691
Jangamakote Cross,1y8,13.27064,77.8486
Jangamakote Cross,43e,13.27051,77.84879
Jangamakote Cross,gx,13.2707,77.84867
Jangamayyanapalya,2q5,12.87471,77.42278
Janthagundanahalli,1mu,12.92431,77.78545
Janthagundanahalli,3ha,12.92421,77.78562
Janthagundanahalli Cross,3ew,12.92663,77.78176
Janthagundanahalli Cross,4d3,12.92649,77.78187
Janthamane,1hx,12.94204,77.75742
Janthamane,3he,12.94196,77.75743
Jaraganahalli Cross,5y4,12.9014,77.57344
Jaraganahalli Cross,675,12.90142,77.57331
Javaregowda Nagara,41w,12.92971,77.52082
Javaregowda Nagara,vo,12.92978,77.52085
Jayamahal,4vu,13.00034,77.59478
Jayamahal,5h3,13.00189,77.59448
Jayamahal Extension,tq,13.00206,77.59873
Jayamahal Extension1,3jw,13.00199,77.59877
Jayamangala,43b,12.91461,77.90312
Jayamangala,6cu,12.91472,77.90326
Jayanagar 6 block,2zs,12.93069,77.57816
Jayanagar 6th block,s2,12.9309,77.57878
Jayanagar 6th block,wd,12.93081,77.57775
Jayanagara  38th Cross,4jn,12.92101,77.58376
Jayanagara 38th Cross,3e8,12.92146,77.58365
Jayanagara 40th Cross,55s,12.91991,77.58062
Jayanagara 40th Cross,58x,12.91989,77.58068
Jayanagara 4th Block,1bx,12.92915,77.58602
Jayanagara 5th Block,3pr,12.91701,77.58413
Jayanagara 5th Block,4lt,12.91712,77.583
Jayanagara 8th Block,6p,12.92385,77.58028
Jayanagara Bus Station,1ow,12.92802,77.58364
Jayanagara Bus Station,208,12.92852,77.58418
Jayanagara Bus Station,5gn,12.92864,77.58475
Jayanagara Bus Station,vq,12.92881,77.58381
Jayanagara Church,3u,12.92828,77.58741
Jayanagara Church,69f,12.92715,77.58961
Jayanagara Metro Station,44h,12.92877,77.5803
Jayanagara Metro Station Arrival,17y,12.92969,77.58021
Jayanagara Metro Station Depature,6em,12.92939,77.58021
Jayanagara Pump House,2ah,12.92172,77.5971
Jayanagara Pump House,2tu,12.92161,77.59699
Jayanagara Telephone Exchange,56i,12.92374,77.58374
Jayanagara Telephone Exchange,5ij,12.92381,77.58382
Jayanthinagara,4g5,13.02888,77.66386
Jayanthinagara,5ul,13.02875,77.66385
Jayanthinagara,i8,13.02884,77.6637
Jayaram Das Factory,1wt,12.93025,77.50594
Jayaram Das Factory,47j,12.93011,77.5056
Jayaram Layout (Hale Sampigehalli),cx,12.81357,77.58964
Jayasandrahalli,43l,12.83055,77.64101
Jayasuryanagara Kogilu,60a,13.09408,77.6102
Jaypura Doddy,11d,12.70871,77.56932
Jaypura Doddy,26w,12.70869,77.56939
Jeevan Bheemanagara Cross,1i1,12.96679,77.66134
Jeevan Bheemanagara Cross1,355,12.96687,77.66151
Jeevan Circle,2j,13.04814,77.46001
Jeevanahalli,6en,12.99498,77.62809
Jeevanahalli,8z,12.99503,77.62849
Jeevanahalli Cross,48z,12.99424,77.62893
Jeevanahalli Cross,4bx,12.99434,77.62909
Jeevanahalli Graveyard,3rq,12.99378,77.63176
Jeevanahalli Graveyard,4v7,12.99383,77.63174
Jeevanahalli Water Tank,1j7,12.99382,77.62666
Jeevanahalli Water Tank,4on,12.99456,77.62694
Jeevanbheema Nagara,1se,12.96576,77.65763
Jeevanbheema Nagara Cross,2yi,12.96686,77.66166
Jettipalya,3z3,12.97674,77.40064
Jettipalya,5p4,12.75076,77.47298
Jettipalya,5wh,12.97661,77.40059
Jettipalya,6bf,12.7508,77.473
Jigala,4f2,12.79985,77.76079
Jigala Colony,58u,12.79709,77.76297
Jigala Cross,2yb,12.78206,77.77197
Jigala Cross,mt,12.78208,77.77188
Jigani APC CIrcle,5p,12.77903,77.64342
Jigani APC Circle,1hw,12.77896,77.64381
Jigani APC Circle,3nj,12.7793,77.6436
Jigani APC Circle,4ss,12.77937,77.64359
Jigani APC Circle,4tv,12.77926,77.64385
Jigani Bus Stand,5uj,12.78664,77.63743
Jigani Bus Stand,g1,12.78661,77.63762
Jigani Double Road,23i,12.78862,77.62959
Jigani Double Road,6k,12.78868,77.62948
Jigani KEB,4l0,12.77686,77.64491
Jigani KEB,b3,12.77695,77.64496
Jigani Tent,23,12.78737,77.63331
Jigani Tent,v3,12.78728,77.63353
Jindal,2d1,13.05353,77.48338
Jindal,38e,13.05399,77.48328
Jinke Bachahalli,1gx,13.24659,77.53253
Jinke Bachahalli Gate,10t,13.24607,77.5526
Jinke Bachahalli Gate,8v,13.246,77.55248
Jinnagara,1p,13.03306,77.82066
Jinnagara,4oq,13.03301,77.82081
Jinnagara Cross,3n6,13.02988,77.82598
Jinnagara Cross,3ys,13.02985,77.82616
Jinnagara Cross,yf,13.02978,77.82616
Jnana Bharathi West Side Hospital,4zd,12.9313,77.48993
Jnanabharathi Metro Station,5ql,12.93596,77.51278
Jnanakshi Layout,10k,12.91298,77.51374
Jnanakshi Layout,1ta,12.91287,77.51362
Jnanakshi Vidyaniketan School,4tx,12.91185,77.51349
Jnanakshi Vidyaniketan School,65c,12.91215,77.51376
Jnanashakthi Nagara,70,12.98517,77.45857
Jodadakatte,1eg,12.91514,77.26867
Jodi Aladamara,3cn,12.94015,77.37792
Jodi Aladamara,4cz,12.9401,77.37789
Jodi Ragi Thimmasandra,5u,13.20457,77.42096
Jodi Ragi Thimmasandra,j2,13.20463,77.42101
Jogahalli Cross,626,13.22208,77.65099
Jogahalli Cross,gj,13.22199,77.65094
Jogera Doddy,2dw,12.77958,77.40512
Jogera Doddy 1,3lw,12.77968,77.40517
Jogerahalli,4i0,12.98553,77.37427
Johnson Market,2lv,12.96336,77.60672
Johnson Market,3vj,12.96351,77.60681
Jonnahalli Gate,dv,13.18158,77.75914
Judical Layout Jn of 14th Cross,1e5,13.08327,77.5847
Judical Layout Jn of 14th Cross,35a,13.0834,77.58482
Judicial Layout,5uq,12.86837,77.53933
Judicial Layout 8th Main,40c,12.86833,77.53935
Judicial Layout Water Tank,12t,13.07852,77.58322
Judicial Layout Water Tank,id,13.07861,77.58333
Judicial Layout YHK,2mx,13.08617,77.58503
Juggath Farma,5s8,12.89081,77.45532
Juggath Pharma,4n1,12.89106,77.45517
Junglepalya Gate,3mt,12.80834,77.59049
Junglepalya Gate,pe,12.80829,77.59043
Junnasandra,330,13.19059,77.47085
Junnasandra,5s1,13.19053,77.4709
Junnasandra Cross,32,13.19206,77.47719
Junnasandra Cross,k6,13.19213,77.47712
Junnasandra Gate Wipro Regional Office,10h,12.91068,77.68451
Junnasandra Gate Wipro Regional Office,2et,12.91086,77.68439
Juttanahalli,172,13.23914,77.57804
Juttanapalya,216,12.85496,77.42145
Juttanapalya,5vq,12.855,77.42159
Jyothi Farm,16r,12.85983,77.52876
Jyothi Farm,4td,12.85993,77.52896
Jyothi Nagara,451,12.95937,77.52181
Jyothi Nagara,4el,12.95926,77.52164
Jyothi Nagara,53g,13.03251,77.65372
Jyothi Nagara,5r6,13.03248,77.65376
Jyothi Nivas College,2io,12.93542,77.61453
Jyothi Nivas College,5rz,12.93533,77.61415
Jyothi School,37a,13.01455,77.62715
Jyothi School,mm,13.01447,77.62716
Jyothinagara,4n5,12.96018,77.21586
Jyothipura,1z4,12.94389,77.25141
Jyothipura,5bd,12.94377,77.25166
Jyothipura Budigere,65u,13.10275,77.75065
Jyothipura Gate,189,13.10266,77.74419
Jyothipura Gate,279,13.10258,77.74415
Jyothipura Koyara,43z,13.29208,77.62743
K Channasandra,4uj,13.04016,77.67947
K Channasandra,d,13.04009,77.67967
K Dommasandra,4hv,13.0082,77.74076
K Dommasandra,gb,13.00821,77.74073
K Gollahalli,4db,12.84318,77.45147
K Gollahalli,e,12.8432,77.4515
K Gollahalli Gate,403,12.78644,77.39413
K Gollahalli Gate,5x3,12.78639,77.39412
K Karenahalli Cross,1pz,12.8621,77.39496
K Karenahalli Cross,2ag,12.86213,77.39502
K Narayanapura,59o,13.06333,77.64216
K Narayanapura,df,13.06332,77.64226
K Narayanapura Cross,11v,13.06833,77.63375
K Narayanapura Cross,2ai,13.06824,77.63353
K Narayanapura Cross,3sk,13.06736,77.63373
K Narayanapura Cross,48e,13.06757,77.63338
K Narayanapura Cross,4wg,13.05278,77.64612
K Narayanapura Cross,5m6,13.0528,77.64602
K Narayanapura Cross,i5,13.06756,77.63386
K Narayanapura Main Bus Stand,18s,13.06642,77.64072
K Narayanapura Main Bus Stand,2si,13.06627,77.64073
K Narayanapura Main Bus Stand,3i4,13.06631,77.64068
K Narayanapura Main Bus Stand,3mv,13.06635,77.64083
K Sathyavara Gate,1ok,13.15915,77.87365
KBD Factory,26j,13.11709,77.37213
KBD Factory,2pc,13.11733,77.3722
KCP Kalyana Mantapa,464,13.28125,77.53137
KCP Kalyana Mantapa,5w5,13.28116,77.53141
KDLHG,5os,12.95605,77.71488
KG Halli Post Office,3kn,13.05691,77.53269
KG Halli Post Office,59z,13.05693,77.53272
KG Lakkenahalli,541,13.02365,77.45895
KG Lakkenahalli Cross,20d,13.02591,77.45951
KG Lakkenahalli Cross,cc,13.02588,77.45955
KG Srinivasapura Cross,3vx,13.12913,77.40026
KG Srinivasapura Cross,5b7,13.1291,77.40021
KH Road,1ot,12.95759,77.59286
KH Road,9g,12.95815,77.59299
KHB Colony,4eg,12.80272,77.38582
KHB Colony,63r,12.80269,77.38586
KHB Colony,81,12.98142,77.53525
KHB Colony,x6,12.98105,77.53549
KHB Colony Dodda Aladamara,1sk,12.91354,77.39432
KHB Colony Dodda Aladamara,66u,12.91368,77.39434
KHB Colony Sultanpalya,4nu,13.02815,77.607
KHB Surya Nagara,56q,12.80651,77.76049
KIA Terminal 2,3hr,13.19877,77.71539
KIADB Area,326,12.79546,77.42353
KIADB Circle Bagalur,4ge,13.17463,77.71713
KIADB Circle Bagalur,v5,13.17469,77.71703
KIADB Hoovinayakanahalli Gate,3mp,13.15589,77.68093
KIADB Hoovinayakanahalli Gate,60e,13.15589,77.68108
KIDB CIrcle Bagaluru,2rf,13.17501,77.71711
KIDB Circle Bagaluru,ns,13.17488,77.71702
KIMS College,2bm,12.92678,77.56133
KIMS College,2c6,12.92718,77.56176
KK School,5bs,12.93312,77.74279
KK School,t,12.93309,77.74289
KLE Society College,25i,12.96825,77.48152
KLE Society College,fk,12.96835,77.48137
KLE Society College Cross,2ss,12.97305,77.48361
KLE Society College Cross,56z,12.9731,77.48347
KMF,1bq,13.18853,77.50745
KMF,5bt,13.18859,77.5075
KPCC Office,af,12.98287,77.57642
KR Circle,14z,12.97555,77.5864
KR Circle,2ew,12.97529,77.58598
KR Circle,2nu,12.97386,77.58661
KR Hospital Uttarahalli,1ah,12.90698,77.54615
KR Hospital Uttarahalli,5oz,12.90695,77.54598
KR Market,27v,12.96437,77.57736
KR Market,2g9,12.9641,77.57897
KR Market,41d,12.96406,77.5768
KR Market,4ef,12.96367,77.57722
KR Market,4u3,12.96207,77.5756
KR Market,6cc,12.96368,77.57742
KR Market,eb,12.96451,77.57668
KR Market (Kalasipalya),2v2,12.96154,77.57736
KR Market (Kalasipalya),45r,12.95916,77.57711
KR Market Flyover,44p,12.96469,77.57512
KR Market Flyover,5og,12.96474,77.57508
KR Palya,4id,13.17406,77.34138
KR Pura Extension,13k,13.01143,77.69869
KR Pura Extension,a9,13.01172,77.69862
KR Pura Market,4ox,13.00821,77.69535
KR Pura Market,pu,13.00841,77.69403
KR Pura Metro Station,3r6,13.0001,77.67713
KR Pura Metro Station,uz,13.00014,77.67664
KR Pura Railway Station,1px,12.99998,77.67654
KR Pura Railway Station,39e,13.00022,77.67597
KR Pura Railway Station,3tu,13.00133,77.67814
KRB Indian Oil Petrol Bunk Kembathalli,35i,12.85943,77.56985
KRB Indian Oil Petrol Bunk Kembathalli,5xv,12.85928,77.56996
KSRP Training Centre,31y,12.88594,77.67239
KSRP Training Centre,ge,12.88588,77.67244
KSSEM College,57x,12.8598,77.54219
KSWH Gowdon,55e,12.98932,77.78456
KSWH Gowdon,5be,12.98921,77.78469
KTPO,3g7,12.97702,77.72225
KTPO,3uw,12.9768,77.72242
Kaateramma Devasthana,2ly,13.09304,77.77907
Kaateramma Devasthana,uq,13.09309,77.77893
Kaatumariyammana Devasthana,3jm,13.29753,77.70154
Kaatumariyammana Devasthana,44w,13.29772,77.70162
Kabir Ashrama,5ik,13.01328,77.59616
Kachamaranahalli,5ex,12.91221,77.73346
Kachamaranahalli,6dc,12.91226,77.7335
Kachanahalli Mandigere,2b0,13.15404,77.36677
Kachanayakanahalli,2sn,12.79919,77.68684
Kachanayakanahalli,44z,12.79919,77.6867
Kacharakanahalli,14q,13.02107,77.62872
Kacharakanahalli,27h,12.99484,77.8147
Kacharakanahalli,34k,13.02115,77.62864
Kacharakanahalli,40h,13.02141,77.62991
Kacharakanahalli Cross,2sd,13.00932,77.81529
Kacharakanahalli Cross,r1,13.00934,77.81536
Kachohalli,1zc,13.00016,77.47058
Kachohalli,262,13.00022,77.47062
Kachohalli Gate,204,12.99042,77.4688
Kachohalli Gate,4y5,12.99056,77.46871
Kada Agarahara Cross,1fd,13.07978,77.68549
Kada Agarahara Cross,2g6,13.07972,77.68546
Kada Agrahara,41f,13.07861,77.6917
Kada Agrahara,cp,12.86057,77.74129
Kada Agrahara,m7,13.07854,77.69182
Kadabagere,52o,12.99683,77.43317
Kadabagere,5qi,12.99689,77.4332
Kadabagere Cross,48f,12.98901,77.44915
Kadabagere Cross,4qf,12.98911,77.44966
Kadabagere Cross,5qz,12.98912,77.44947
Kadabagere Cross,rd,12.98897,77.44898
Kadanuru,42k,13.24329,77.45555
Kadanuru,5ry,13.24325,77.45557
Kadanuru Hand post,2ea,13.23999,77.48374
Kadanuru Hand post,5g8,13.23969,77.4836
Kadanuru Katte,135,13.24669,77.46079
Kadanuru Katte,2pq,13.24669,77.46075
Kadasikoppa,5ke,12.69327,77.40671
Kadasonnappanahalli Gate,25c,13.10165,77.65832
Kadasonnappanahalli Gate,h9,13.10154,77.65811
Kadayarappanahalli,4a6,13.18405,77.70526
Kadayarappanahalli,4kz,13.18414,77.7052
Kadayarappanahalli Cross,4cx,13.1842,77.7042
Kadayarappanahalli Cross,6bo,13.18405,77.70432
Kadiganahalli Gate,4bu,13.16825,77.63162
Kadirenahalli,1jc,13.0417,77.44864
Kadirenahalli Cross,5wk,12.91391,77.56657
Kadirenahalli Cross,5y2,12.91364,77.56727
Kadirenahalli Park,1nj,12.91762,77.56447
Kadirenahalli Park,3kf,12.91768,77.56453
Kadirenahalli Village,171,12.91574,77.56141
Kadirenahalli Village,4p7,12.9157,77.56146
Kadu Jakkasandra,1l9,12.70043,77.5133
Kadu bisanahalli,31z,12.93934,77.6957
Kadubisanahalli,41i,12.94259,77.69704
Kadubisanahalli,5pa,12.94259,77.69717
Kadugenahalli Gate,1s3,13.16835,77.63116
Kadugodi Bapuji Circle,1tv,12.99667,77.76357
Kadugodi Bridge,5rk,12.99439,77.75775
Kadugodi Bridge,68s,12.99448,77.75769
Kadugodi Bus Station,16x,12.99563,77.75855
Kadugodi Bus Station Arrival,429,12.99596,77.7585
Kadugodi Govt Hospital,4kf,12.99692,77.76167
Kadugodi Metro Station,431,12.99532,77.75796
Kadugondanahalli Police Station,6e7,13.02106,77.61901
Kadugondanahalli Police Station,y3,13.02128,77.61912
Kadugondanahalli Railway Gate,28l,13.02599,77.62003
Kadugondanahalli Railway Gate,2hk,13.0259,77.61991
Kadukarenahalli,4wy,13.05431,77.31568
Kadukarenahalli,5iy,13.05436,77.31559
Kadumane Hotel,1b,12.81546,77.40725
Kadumane Hotel,2vw,12.81554,77.40756
Kadumane Hotel1,340,12.81524,77.40755
Kadusiddanapalya,1qq,12.93286,77.3717
Kadusiddanapalya,5oo,12.93283,77.37167
Kadusonnappanahalli,1of,13.09888,77.66373
Kaggadasapura Main Road,2vr,12.98549,77.67236
Kaggalahalli,1cq,12.83025,77.32473
Kaggalahalli,1pt,13.15854,77.74543
Kaggalahalli,42m,12.72772,77.48694
Kaggalahalli,hz,12.7277,77.48684
Kaggalahalli Gate,5c9,13.1532,77.75264
Kaggalahalli Gate,5ub,13.15318,77.75262
Kaggalipura,1gk,12.80032,77.5084
Kaggalipura,1wl,12.85315,77.7186
Kaggalipura,2af,12.80031,77.50847
Kaggalipura,32v,12.85321,77.71868
Kaggalipura Colony,49c,12.8065,77.50316
Kaggalipura Colony,5ud,12.80644,77.50324
Kaggalipura Cross,1xi,12.85555,77.73111
Kaggalipura Cross,2ml,12.85588,77.73117
Kaggalipura Junction,4u4,12.80253,77.50865
Kaikondrahalli,30f,12.91392,77.67761
Kaikondrahalli,3tk,12.91404,77.67756
Kaikondrahalli,60g,12.91372,77.67763
Kaka Ramanahalli,3op,12.83012,77.36321
Kaka Ramanahalli,5xk,12.83009,77.36321
Kakaramanahalli Cross,259,12.83175,77.36063
Kakaramanahalli Cross,46v,12.83174,77.36071
Kakkehalli,21t,13.21531,77.52816
Kakolu,2a0,13.18433,77.51852
Kakolu,302,13.18429,77.51852
Kakolu Village,2ry,13.18711,77.52015
Kakolu Village,57f,13.1871,77.52011
Kalalughatta,5g5,13.19556,77.32103
Kalalughatta,63v,13.19558,77.32108
Kalamandira  Marathahalli Bridge,4ev,12.96038,77.70135
Kalamandira Marathahalli Bridge,4ow,12.95993,77.70143
Kalathammanahalli,4sp,13.10346,77.51687
Kalena Agrahara,4it,12.86619,77.5919
Kalena Agrahara,59k,12.86612,77.59186
Kalenahalli,1i5,13.14705,77.51209
Kalenahalli Gate,4si,13.14903,77.50504
Kalenahalli Gate,53u,13.14581,77.51726
Kalenahalli Gate,jw,13.14902,77.50506
Kaleri,6bi,13.00899,77.16819
Kaleshwari Bannerughatta Road,2jt,12.79346,77.5941
Kaleshwari Bannerughatta Road,u9,12.79365,77.59401
Kalidasa Layout,3rh,12.94843,77.55288
Kalikanagara Shiva Temple,3cd,13.00892,77.49024
Kalikanagara Shiva Temple,5la,13.0086,77.49011
Kalkere,2g5,13.03363,77.67475
Kalkere,5t,13.03367,77.67465
Kalkere,657,12.83233,77.58883
Kalkere,6l,12.8326,77.58905
Kalkere Cross,2xj,13.02125,77.67889
Kalkere Cross,5y,13.0213,77.67891
Kalkere School,4r3,13.03326,77.6732
Kalkere School,5hw,13.03332,77.67318
Kalkunte Agrahara,4eb,12.93282,77.84095
Kalkunte Agrahara,6c7,12.93291,77.84089
Kalkunte Agrahara School,1qp,12.9365,77.84126
Kalkunte Agrahara School,4yz,12.93636,77.8412
Kallabala Cross,19a,12.77093,77.62734
Kallabala Cross,3h0,12.77105,77.62728
Kallabala Cross,3y1,12.77094,77.62718
Kallabalu,3ot,12.76964,77.62246
Kallabalu,v0,12.76962,77.62235
Kallabalu Cross,4gm,12.77216,77.62242
Kallodu,5dx,13.17776,77.43446
Kallugopahalli,4e2,12.77713,77.3622
Kallugopahalli,6d5,12.77678,77.36244
Kallur,1et,12.94587,77.31805
Kalya,662,12.97972,77.1824
Kalya Cross (Sripathyhalli Cross),4ls,12.98477,77.18406
Kalya Gate Magadi,57y,12.95808,77.22119
Kalyana Mantapa Koramangala,15z,12.93739,77.61839
Kalyana Mantapa Koramangala,60l,12.93727,77.61845
Kalyanamantapa (Oxford College),4hm,12.89968,77.62682
Kalyanamantapa (Oxford College),q7,12.89976,77.62691
Kalyananagara,1kp,12.96753,77.52388
Kalyananagara,35,13.02654,77.63688
Kalyananagara,4b4,12.96843,77.52054
Kalyananagara,5zg,12.96736,77.52379
Kalyananagara,69y,13.0264,77.63642
Kalyananagara 1st Block,2km,13.022,77.64313
Kalyananagara 1st Block,4c3,13.02188,77.64331
Kalyananagara 302,5s0,13.02605,77.63708
Kalyananagara Bus Stand,1ob,13.02642,77.63839
Kalyananagara Junction,14g,13.02589,77.63709
Kalyananagara Junction,lg,13.02585,77.63699
Kamadhenu Kshetra,1zb,13.02534,77.44981
Kamadhenu Kshetra,4yj,13.02539,77.44978
Kamakshipalya,3e,12.98385,77.52924
Kamakshipalya,49q,12.98375,77.52917
Kamakshipura,2lh,13.19823,77.48909
Kamakshipura,3xx,13.19827,77.48907
Kamakya Talkies,27x,12.92382,77.55393
Kamakya Talkies,3a2,12.92409,77.55276
Kamakya Talkies,3py,12.92402,77.55333
Kamalanagara,38o,12.99268,77.53082
Kamalanagara,400,12.99272,77.53063
Kamalanagara,4z6,12.99675,77.52732
Kamalanagara,e7,12.99676,77.52737
Kamalanagara BEML Layout,5ds,12.9929,77.52925
Kamalanagara Market,2x3,12.99608,77.53079
Kamalanagara Market,es,12.99605,77.53071
Kamalanagara Water Tank,2z,12.99557,77.53992
Kamanahalli,136,12.90795,77.7961
Kamanahalli,60v,12.90792,77.79581
Kamanahalli Circle,2n4,12.9081,77.79268
Kamaraja Road,2j0,12.98424,77.61165
Kamarasanahalli,un,13.01628,77.86155
Kambadakallu,52v,13.09982,77.31117
Kambalipura,2a4,13.13071,77.80385
Kambalipura,4ck,13.13073,77.80387
Kambalipura,5jf,12.75908,77.7432
Kambalipura,h0,12.7591,77.7433
Kambipura,60b,12.87332,77.4618
Kamblipura Cross,3x9,13.13553,77.78732
Kamblipura Cross,4u6,13.13559,77.7874
Kamblipura Gate,1tj,13.12782,77.82095
Kammagondanahalli Bridge,3jk,13.05454,77.53265
Kammagondanahalli Bridge,3uj,13.05488,77.53481
Kammagondanahalli Bridge,5dl,13.05454,77.53269
Kammagondanahalli Rama Temple,1j,13.06377,77.53068
Kammagondanahalli Rama Temple,vx,13.06372,77.53064
Kammagonda‌nahalli Bridge,5p5,13.05491,77.53475
Kammanahalli,1o1,13.01766,77.6364
Kammanahalli,5av,13.01792,77.6365
Kammanahalli Empire Hotel,1zk,13.01475,77.63587
Kammanahalli Empire Hotel,2ro,13.01472,77.63579
Kammasandra,11x,13.03453,77.43939
Kammasandra,315,13.03454,77.43946
Kammasandra,3ft,13.14992,77.78107
Kammasandra,53f,13.07862,77.71644
Kammasandra,5vz,13.07856,77.71636
Kammasandra,616,13.14985,77.78102
Kammasandra Gate,175,12.87093,77.73389
Kammasandra Gate,31p,12.87093,77.73381
Kammasandra Gate,399,13.08163,77.71599
Kammasandra Gate,51f,13.08165,77.71591
Kammasandra Gate,5ix,13.08169,77.71594
Kammasandra Gate,u,13.08168,77.71596
Kammasandra Palya,1n0,13.02985,77.43902
Kammasandra Palya,6x,13.02987,77.43908
Kanaka Nagara,2mp,13.03953,77.60736
Kanaka Nagara Gate,15r,13.13828,77.43474
Kanaka Nagara Gate,yn,13.13824,77.43472
Kanakadasa Circle,4e1,13.28771,77.53917
Kanakadasa Circle,5mo,13.28776,77.53919
Kanakagiri Horamavu,18p,13.04132,77.6685
Kanakashree Layout Chikka Gubbi,3a9,13.08678,77.65474
Kanakashree Layout Chikka Gubbi,6b9,13.08675,77.6546
Kanasawadi,21r,13.20181,77.43147
Kanasawadi,3p4,13.20188,77.43139
Kanchugaranahalli,3rd,12.72367,77.44624
Kanchugaranahalli,4nq,12.72364,77.44622
Kanchugaranahalli Colony,58c,12.71595,77.44081
Kanegowdanahalli,2ns,13.12951,77.38466
Kanekallu Cross,328,12.99611,77.82644
Kangovi PVT LTD Kukkanahalli,4kh,13.15427,77.43826
Kanivemadhapura Cross,1ao,12.6959,77.58472
Kankenahalli,4wj,13.09924,77.26948
Kanminake,38a,12.86301,77.43382
Kanminake,3c0,12.86317,77.43352
Kanminake Colony,4tf,12.85818,77.42896
Kanminake Colony,9c,12.85774,77.42925
Kannalli,190,12.96755,77.45894
Kannalli,1km,12.96763,77.45891
Kannalli,97,12.96757,77.45886
Kannamangala,53q,12.93047,77.25509
Kannamangala,md,13.02624,77.7697
Kannamangala Gate,1iy,13.03217,77.75872
Kannamangala Gate,1q8,13.20694,77.66794
Kannamangala Gate,264,13.18907,77.41917
Kannamangala Gate,2kk,13.20729,77.66878
Kannamangala Gate,2s9,13.20708,77.66833
Kannamangala Gate,5ga,13.03245,77.75855
Kannamangala Gate,5i4,13.03248,77.75865
Kannamangala Gate,5qj,13.18892,77.41919
Kannamangala Madhure,3e3,13.19653,77.41037
Kannamangala Madhure,6am,13.19654,77.41043
Kannamangalapalya,14,13.22171,77.66999
Kannamangalapalya,51b,13.22162,77.6699
Kannamangalapalya Cross,1zl,13.22954,77.67045
Kannamangalapalya Cross,30i,13.22952,77.67042
Kannamangalapalya Gate,52w,13.22144,77.68213
Kannamangalapalya Gate,aw,13.22142,77.68218
Kannurahalli,1a6,13.05984,77.80719
Kannurahalli,2dp,13.06,77.80713
Kannurahalli Cross/Bekary,3kc,13.06918,77.79823
Kannurahalli Cross/Bekary,41a,13.06919,77.79826
Kannurahalli Ittige Factory,3cu,13.05444,77.80995
Kannurahalli Ittige Factory,4e8,13.05415,77.80993
Kannuru,1yu,13.09321,77.65432
Kannuru,3bc,13.09327,77.65429
Kannuru,4bh,13.09279,77.65472
Kannuru Junction,1jo,13.09264,77.65484
Kannuru Junction,5ta,13.09262,77.65484
Kanshiram Nagara,1jz,13.09064,77.53892
Kanshiram Nagara,2rz,13.09061,77.5389
Kantaanakunte,53d,13.33363,77.53195
Kantanakunte,5hl,13.33358,77.53183
Kanteerava Studio,1p8,13.02175,77.53196
Kanteerava Studio,3a1,13.02138,77.53252
Kanteerava Studio,4wo,13.02263,77.5327
Kanteerava Studio,5b4,13.02158,77.53533
Kanteerava Studio,64i,13.02164,77.53523
Kanuvanahalli,2ij,13.00525,77.38619
Kanuvanahalli,35v,12.99504,77.3645
Kanyakumari,63u,12.71804,77.48253
Kanyakumari,68g,12.71789,77.48239
Kapayana Doddy,3rv,12.77124,77.35488
Kapayana Doddy,65z,12.77263,77.35414
Karadigowdanahalli,5tk,12.75174,77.37485
Karahalli,3c5,13.32713,77.69202
Karahalli,3sq,13.32719,77.69198
Karahalli Cross,10j,13.34875,77.68626
Karapanahalli Gate,4ie,13.16714,77.87852
Karekal,51p,12.9932,77.82295
Karekal Cross,4jy,12.97391,77.37388
Karekal Cross,5np,12.9736,77.37402
Karekal Cross,5xb,13.06913,77.36134
Karekallu Doddi,3ti,12.65159,77.49497
