stop_name,stop_id,stop_lat,stop_lon
(Theneyuru)I Basapura Gate,168,13.22602,77.83624
10th Cross Magadi Road,58n,12.97574,77.55706
10th Cross Magadi Road,zp,12.97556,77.55562
10th Stone NICE Road,17,12.87273,77.4986
10th Stone NICE Road,cm,12.87242,77.49865
11th Block Anjanapura,5lp,12.85225,77.57235
11th Block Anjanapura,n1,12.85224,77.57265
12th Block Nagarabhavi,4b6,12.96018,77.51398
12th Block Nagarabhavi,ur,12.96076,77.51351
12th Main 7th Cross BTM Layout,169,12.91385,77.61022
13th Main 7th Cross BTM Layout,m8,12.91405,77.61007
14th Main HSR Layout,1zx,12.91637,77.63472
14th Main HSR Layout,3dz,12.91619,77.63521
16th Main Hopcoms BTM Layout,3f9,12.91971,77.61036
18th Main Jayanagara,44o,12.92343,77.58964
18th Main Jayanagara,jk,12.92328,77.58898
19th Main 13th Cross HSR Layout,2b6,12.91582,77.65175
19th Main 13th Cross HSR Layout,2dy,12.91593,77.65176
1st Block Rajajinagara,21d,13.0047,77.54909
1st Block Rajajinagara,454,13.00515,77.54887
1st Block Rajajinagara,58h,13.00592,77.54867
1st Block Vidyaranyapura,3wk,13.07023,77.55539
1st Block Vidyaranyapura,483,13.07021,77.5555
1st Block Vishweshwaraiah Layout,1uw,12.93747,77.47876
1st Block Vishweshwaraiah Layout,460,12.93752,77.4789
1st Cross Magadi Road,4um,12.97569,77.563
1st Cross Magadi Road,57a,12.97569,77.5628
1st Main Kodichikkanahalli,4nl,12.89847,77.6155
1st Stage 3rd Block Nagarabhavi,6ay,12.9533,77.52158
1st Stage 3rd Block Nagarabhavi (Nayandahalli),1wy,12.95302,77.52026
1st Stage 3rd Block Nagarabhavi (Summanahalli),qm,12.95286,77.52017
1st Stage HBR Layout,1rs,13.02116,77.6263
2nd Stage  H B R Layout (2nd Cross),37v,13.03172,77.61208
2nd Stage 11th Block Nagarabhavi,2k1,12.97758,77.51336
2nd Stage 11th Block Nagarabhavi,5qn,12.97754,77.51333
2nd Stage 9th Block Nagarabhavi,3f0,12.96864,77.51027
2nd Stage H B R Layout (1st Main),147,13.02881,77.61556
2nd Stage Kanteeravanagara,29f,13.01505,77.53901
2nd stage Kuvempunagara,35t,13.07313,77.54132
2nd stage Kuvempunagara,9o,13.07306,77.54142
3rd Block Jayanagara,2rr,12.9318,77.58392
3rd Block Jayanagara,4ak,12.93349,77.58396
3rd Block Jn Banashankari 6th Phase,18c,12.87818,77.51651
3rd Block Jn Banashankari 6th Phase,35y,12.87821,77.51657
3rd Block Vidyaranyapura,421,13.07223,77.55637
3rd Block Vidyaranyapura,tr,13.07237,77.55647
3rd Main Road Annapoorneshwarinagara,1a,12.97816,77.50434
3rd Main Road Annapoorneshwarinagara,49x,12.97811,77.50446
3rd Stage Basaveshwaranagara,5pk,12.98912,77.54249
3rd Stage Basaveshwaranagara,6cb,12.98898,77.54254
4th Block HBR Layout,1nb,13.03437,77.63268
4th Block HBR Layout,62,13.03435,77.63264
4th Phase Yalahanka New Town Iyengar Bakery,f5,13.1042,77.56999
4th Stone NICE Road,2c0,13.009,77.47509
4th T Block Jayanagara,295,12.92307,77.59353
4th T Block Jayanagara,37k,12.92308,77.59345
5th Block HBR Layout,58g,13.03582,77.6315
5th Block HBR Layout,zz,13.03585,77.63142
5th Block Jayanagara,cy,12.91732,77.58368
5th Block Jayanagara,f6,12.91722,77.58356
5th Block Vishweshwaraiah Layout,47w,12.95838,77.4816
5th Cross Magadi Road,2ex,12.97578,77.56071
5th Cross Magadi Road,s6,12.97567,77.56081
5th Cross Sriramapura,5rt,12.99214,77.56647
5th Phase Yelahanka New Town,1qo,13.10575,77.57251
5th Stone NICE Road,5dw,12.97116,77.47145
6th Block Rajajinagara,37x,12.97953,77.55377
6th Block Rajajinagara,j5,12.97944,77.55359
7th Cross Srirampura,lh,12.99051,77.56787
7th Cross Wilson Garden,1vi,12.94699,77.59436
7th Cross Wilson Garden,qz,12.94684,77.59465
80 feet Road Kalyananagara,4df,13.02564,77.6406
80 feet Road Kalyananagara,60y,13.02546,77.64042
80ft Road Banasawadi,5ss,13.01511,77.64267
80ft Road Banasawadi,q6,13.01538,77.6429
80ft Road HRBR Layout,2gy,13.02095,77.64317
80ft Road HRBR Layout,2q6,13.02035,77.64328
80ft Road MS Ramaiah College,xe,13.02752,77.57571
8th Main 3rd Cross  Junction,55o,13.02248,77.63714
8th Main 3rd Cross  Junction,5hf,13.02254,77.63723
8th Main Kamalanagara,1al,12.99178,77.53856
8th Main Kamalanagara,1v0,12.99163,77.53839
8th Mile Dasarahalli,31g,13.04571,77.50753
8th Mile Dasarahalli,3k4,13.0451,77.50748
8th Mile Dasarahalli,5kz,13.04622,77.50755
8th Mile Dasarahalli,5r0,13.04541,77.50795
8th Mile Dasarahalli,5rs,13.04544,77.50547
8th Mile Dasarahalli,6dh,13.04547,77.50553
9th Block Jayanagara,2sm,12.91964,77.5928
9th Block Jayanagara (40th Cross),2vi,12.91969,77.59247
9th Stone NICE Road,49b,12.88789,77.48532
A G Export Garments Nelamangala,51y,13.12046,77.39237
A G Export Garments Nelamangala,5tb,13.12048,77.39242
A P J Abdul Kalam Statue,1h4,12.97977,77.65418
A P J Abdul Kalam Statue,3cw,12.97972,77.65404
ADMC Quarters Office,1fk,13.00438,77.64131
AECS Dental College,1h3,12.86534,77.59831
AECS Dental College,4a8,12.86541,77.59832
AECS Layout Cross,1ci,12.96495,77.71832
AECS Layout Cross,4sk,12.96511,77.71827
AECS Layout Singasandra,3cv,12.88286,77.65018
AECS Layout Singasandra,64y,12.88306,77.64991
AGS Layout,4m6,12.95173,77.47919
AGS Layout,5cl,12.95163,77.47921
AGS Layout Arehalli,4ec,12.91252,77.53704
AGS Layout Arehalli,4i9,12.91244,77.53703
AGS Layout Cross,32p,12.91347,77.54088
AGS Layout Cross,4ja,12.91353,77.54088
AIR FORCE Quarters,2br,13.05895,77.52139
AIR FORCE Quarters,46u,13.05899,77.52141
AL Ameen Residential School,59i,13.06983,77.80832
AL-Agro Factory,47e,12.98697,77.88059
AMC College,3mx,12.82933,77.58759
AMC College,5fe,12.83007,77.5878
APCO Factory,3wi,12.76195,77.47044
APMC Yard,3ki,13.10488,77.44388
APMC Yard,573,13.10494,77.44396
APS College,314,12.78276,77.49966
APS College,31v,12.78266,77.49952
ARMY PUBLIC SCHOOL (Parachute Regiment),64r,13.01651,77.58615
ARMY Public School ASC Center,5tz,12.96467,77.61808
ASC Centre,327,12.96245,77.61906
ASC Centre,lj,12.96224,77.61901
Aane Kempegowdana Doddy,3d1,12.86158,77.33503
Aane Kempegowdana Doddy,vn,12.86152,77.33503
Abbaiah Circle Sarjapura,2zh,12.85976,77.79411
Abbaiah Circle Sarjapura,4cd,12.85974,77.79402
Abbaiah Layout,3xd,12.97933,77.68082
Abbanakuppe,12k,12.77419,77.4095
Abbanakuppe,571,12.77413,77.40941
Abbanakuppe Colony,3y4,12.77123,77.41632
Abbanakuppe KEB,3uy,12.78762,77.42868
Abbigere,10c,13.07696,77.52587
Abbigere,4b1,13.07692,77.52589
Abbigere Cross,1es,13.07069,77.52976
Abbigere Cross,2er,13.07068,77.52974
Abbigere Dinne,2hb,13.07106,77.52803
Abbigere Dinne,3v9,13.07099,77.52801
Abbigere Gate,12x,13.07248,77.52353
Abbigere Gate,5lw,13.07243,77.52355
Acharya College,1q7,13.00234,77.48822
Acharya College,45a,13.00238,77.48823
Acharya Institute of Technology,1hi,13.08351,77.48416
Acharya Institute of Technology,3d,13.08353,77.48411
Achyuthanagara Gate,42s,13.08423,77.48656
Achyuthanagara Gate,5co,13.08418,77.48655
Active Public School Hommadevanahalli,1kk,12.8402,77.59467
Adakamaranahalli (Magadi Road),3bb,12.94713,77.31054
Adakamaranahalli Cross (Magadi Road),15k,12.95438,77.30922
Adakamaranahalli Cross (Magadi Road),5d2,12.95436,77.30902
Adakimaranahalli,5zk,13.07065,77.4449
Adakimaranahalli,6dl,13.07028,77.44482
Adarshanagara,1sv,13.07619,77.42374
Adarshanagara,3rc,13.07621,77.42378
Adde Vishwanathapura,21z,13.18672,77.55112
Adde Vishwanathapura,2rv,13.18669,77.5511
Addiganahalli,4x8,13.17297,77.56943
Addiganahalli,58i,13.17295,77.56959
Addiganahalli Extension,4g7,13.1728,77.57126
Addiganahalli Extension 1,4bc,13.17288,77.57123
Adigara Kallahalli,4wi,12.82534,77.8033
Adigondanahalli,1kx,12.81457,77.75116
Adishwara Bombay Dying,do,13.02126,77.55609
Aditya Bakery,1xf,12.90351,77.51076
Aditya Bakery,67d,12.9035,77.51067
Ado Sonnahatti,1a4,12.77796,77.71546
Adrsha Savana,3ct,13.20859,77.60381
Adugodi,16v,12.94387,77.6077
Adugodi,333,12.94397,77.60748
Adugodi,35d,12.94384,77.60761
Adugodi Police Station,1xz,12.93897,77.60976
Adugodi Police Station,3r2,12.93985,77.6095
Aduru,3pj,12.73303,77.65433
Aduru,4ad,13.05542,77.70589
Aduru,dl,13.05552,77.70576
Aduru,l1,12.73301,77.6544
Aerospace Bagalur,1tb,13.17277,77.73058
Aerospace Bagalur,537,13.17289,77.73066
Agalakote,18r,13.21287,77.73615
Agalakote,4iu,13.21292,77.73612
Agara,16b,12.84477,77.48709
Agara,3ku,12.84288,77.48626
Agara,556,12.84479,77.48713
Agara,68x,12.8429,77.4863
Agara Cross,47k,12.84899,77.52207
Agara Cross,d6,12.84915,77.52219
Agara Junction,132,12.92464,77.64937
Agara Junction,2pv,12.9239,77.65172
Agara Junction,3ee,12.92452,77.65028
Agara Junction,621,12.92433,77.65073
Agara Junction,nb,12.92468,77.64998
Agara Junction,x4,12.92417,77.65075
Agrahara Dasarahalli,4o6,12.97853,77.54293
Agrahara Dasarahalli,ou,12.97874,77.54121
Agrahara Layout,2k,13.09837,77.62683
Agrahara Layout,53o,13.09838,77.62671
Agrahara Layout Cross,5en,13.10248,77.6277
Agraharapalya Gate,4lh,13.1306,77.45348
Ainahalli,8b,13.25852,77.38764
Air Lines Dhaba Gate,11b,13.2225,77.74086
Air Lines Dhaba Gate,4zc,13.22276,77.74085
Airport Trumpet,1eq,13.19908,77.65792
Airport Trumpet,t2,13.19905,77.6582
Ajjagondanahalli,zv,12.95709,77.7684
Ajjanahalli,2lp,12.9167,77.3865
Ajmeer Apartment Neeladri Road,19s,12.84181,77.64675
Ajmeer Apartment Neeladri Road,695,12.84185,77.64673
Akkayammana Betta,36a,13.16162,77.64223
Akkayammana Betta Huttanahalli Cross,nt,13.16165,77.64227
Akkithimmanahalli,1ie,12.96216,77.59674
Akkithimmanahalli 1,29,12.96221,77.59649
Akshayanagara,242,13.02068,77.68354
Akshayanagara,4og,13.02072,77.68339
Akshayanagara New Town,1mf,12.87657,77.61166
Akshayanagara New Town,4ha,12.87657,77.61101
Aladamara Chikkanahalli Cross,1pi,12.72809,77.64804
Aladamara Chikkanahalli Cross,247,12.72796,77.64801
Aladamara Laggere,2d8,13.01324,77.52099
Aladamara Laggere,44a,13.0133,77.521
Aladamara Papareddypalya,12n,12.97495,77.50948
Aladamara Papareddypalya,29g,12.97505,77.50941
Alahalli,1e2,13.27755,77.52143
Alahalli,437,13.2775,77.52152
Alambadi,5f8,12.8927,77.88656
Alambadi,5hh,12.89273,77.88659
Alanayakanahalli Gate,2ky,13.18069,77.32407
Alanayakanahalli Gate,kx,13.18089,77.32413
Ali Bommasandra,nj,12.82033,77.73644
Alisda,4pu,13.03392,77.54098
Alisda,y7,13.03404,77.54112
Aliyuru,1xn,13.263,77.76564
Allalasandra,4xt,13.08819,77.58864
Allalasandra,5nu,13.08818,77.58868
Allalasandra Gate,1gh,13.08686,77.59386
Allalasandra Gate,5jn,13.08448,77.59386
Allalasandra Gate,5tx,13.08737,77.59557
Allalasandra Gate,5wm,13.08534,77.59437
Allalasandra Gate,mf,13.08664,77.59375
Allammanapalya,f7,12.9356,77.3661
Alpha College Chikka Gubbi,3ch,13.07702,77.662
Alpha College Chikka Gubbi,5aj,13.077,77.66202
Alphine Apartment,2xe,13.06649,77.5765
Aluru,3yi,13.0849,77.46561
Aluru,5mu,13.08495,77.46551
Aluru BDA 2nd Stage,21j,13.09138,77.44998
Aluru Cross,2wb,13.0824,77.47479
Aluru Cross,65i,13.08236,77.47477
Amarajyothi Badavane,5wu,13.05526,77.62929
Amarajyothi Badavane,cq,13.05525,77.62932
Amba Bhavani Nagara,25u,13.09712,77.54599
Amba Bhavani Nagara,5p1,13.09721,77.54594
Ambalagere,294,13.24327,77.38658
Ambedkar Institute of Technology,28m,12.96319,77.50502
Ambedkar Institute of Technology,u2,12.96338,77.50515
Ambedkar Medical College Shampura,629,13.02327,77.6126
Ambedkar Nagara,2p6,12.89929,77.71273
Ambedkar Nagara,4s1,12.89914,77.71286
Ambika School,3hg,13.15775,77.33712
Ambika School,4ym,13.15775,77.33719
Amma Ashrama Cross,14o,12.94958,77.48867
Amma Ashrama Cross,5k9,12.94936,77.48882
Amogha Layout,1o3,13.07509,77.71806
Amogha Layout,3jl,13.07507,77.71818
Amritha Ayurvedic Hospital,2wv,13.12485,77.54721
Amruth Sweets,10v,12.90921,77.64153
Amruth Sweets,gz,12.90926,77.64147
Amrutha Engineering College,1pq,12.89566,77.67471
Amrutha Engineering College,2yq,12.8968,77.6752
Amrutha Engineering College,8q,12.89689,77.67517
Amruthahalli,2ru,13.06576,77.60081
Amruthahalli,4wa,13.06574,77.60076
Amruthanagara,5i6,12.83943,77.54995
Amruthanagara Canara Bank,560,13.05506,77.59974
Amruthanagara Hebbala,5xw,13.05598,77.59791
Anagalipura,64m,13.06838,77.68241
Anagalipura,r6,13.06842,77.68234
Anagalipura Gate,19,13.07306,77.67885
Anagalipura Gate,5f1,13.07303,77.67888
Ananda Ashrama (BGT Rd),1xt,12.9275,77.60062
Ananda Ashrama (BGT Rd),46x,12.92644,77.60037
Ananda Rao Circle,197,12.98115,77.57466
Ananda Rao Circle,3og,12.98117,77.57694
Ananda Rao Circle,3s7,12.98074,77.57503
Anandanagara,6bl,12.9838,77.24209
Anandapura,145,13.02423,77.69285
Anandapura,5uz,13.0241,77.6927
Ananthapura,2t6,13.11478,77.56708
Ananthapura,2za,13.11475,77.56709
Ananthapura Gate,2uo,13.1146,77.57901
Ananthapura Gate,5tv,13.11478,77.57907
Anche Muskuru,21w,12.9043,77.86795
Anche Muskuru,48x,12.90452,77.8678
Anchepalya,3o9,13.05497,77.47936
Anchepalya,5s,12.89261,77.45795
Anchepalya,77,13.05529,77.47983
Anchepalya,r4,12.8926,77.45753
Anchipura,5p8,12.77008,77.43196
Anchipura,fx,12.77061,77.43203
Anchipura Colony,474,12.76763,77.43855
Anchipura Colony,4ft,12.76759,77.43854
Anchipura Cross,3r3,12.79009,77.44125
Anchipura Cross,69p,12.79006,77.44125
Andhrahalli,4n3,13.00805,77.48484
Andhrahalli,yc,13.00802,77.48484
Andhrahalli Gate,2r7,13.11545,77.74529
Andhrahalli Gate,49l,13.11542,77.74525
Andhrahalli Govt School,1ae,13.00952,77.48294
Andhrahalli Govt School,416,13.00956,77.48295
Ane Hosahalli Gate,40n,12.62071,77.51387
Anehalla,385,12.97983,77.24132
Anekal,xz,12.70939,77.69641
Anekal Circle,43o,12.71677,77.70018
Anekal Circle,4jp,12.71674,77.70009
Anekal Road Junction,24m,12.76837,77.77016
Anekal Road Junction,4k3,12.76853,77.77016
Anepalya,4mb,12.95303,77.60518
Anepalya,52j,12.95289,77.60532
Anjan Vidya Kendra School,42w,12.92411,77.82445
Anjan Vidya Kendra School,4gd,12.92427,77.82438
Anjanamurthy,1nt,13.04511,77.57437
Anjananagara,3q2,12.98614,77.48847
Anjananagara,4qo,12.98617,77.48817
Anjanapura,12i,12.86196,77.56381
Anjanapura,1jx,12.862,77.56385
Anjanapura,4an,12.86196,77.56393
Anjanapura 10 Block,6b0,12.85601,77.569
Anjanapura 10th  Block,5yx,12.85561,77.5706
Anjanapura 10th Block,2fy,12.85593,77.56907
Anjanapura 1st Block,2ix,12.86001,77.54817
Anjanapura 2nd Block,3m0,12.86573,77.55245
Anjanapura 2nd Block Cross (LBSN),48b,12.86054,77.55939
Anjanapura 2nd Block Cross (LBSN),4sq,12.86053,77.55945
Anjanapura Cross,25o,12.86183,77.56091
Anjanapura Cross,4u,12.86183,77.56083
Anjaneya Temple Anekal,69w,12.7173,77.70046
Anjaneya Temple Anekal,aj,12.71729,77.70025
Anjaneya Temple Bidaraguppe,24p,12.80131,77.78276
Anjaneya Temple Bidaraguppe,gs,12.80086,77.78283
Anjaneya Temple Devanahalli,3mq,13.23506,77.713
Anjaneya Temple Devanahalli,50,13.2351,77.71302
Anjaneya Temple Madhure,2t5,13.20998,77.44486
Anjaneya Temple Madhure,6bb,13.20992,77.44487
Anjaneya Temple Nelamangala,12a,13.09737,77.39777
Anjaneya Temple Nelamangala,ve,13.09723,77.39774
Anjaneya Temple Thigalarapalya,1sm,13.01372,77.48347
Anjaneya Temple Thigalarapalya,6cd,13.01371,77.48343
Ankanahalli,278,13.20433,77.79846
Ankanahalli,2j1,13.20433,77.79838
Ankegowdana Doddy,58r,12.70677,77.51733
Annahalli,142,12.69958,77.38452
Annapoorneshwari nagara Cross,61m,12.96998,77.49655
Annapoorneshwarinagara,497,12.98002,77.50667
Annapoorneshwarinagara,5nm,12.98077,77.50687
Annapoorneshwarinagara Cross,3x5,12.97002,77.49658
Annapoorneshwarinagara Water Tank,1th,12.97196,77.49702
Annapoorneshwarinagara Water Tank,2tp,12.97203,77.49697
Annapurneshwari Badavane,1h5,13.13879,77.50799
Annapurneshwari Badavane,5ym,13.13874,77.50802
Annasandrapalya,2w5,12.96444,77.67252
Annasandrapalya,5u4,12.96444,77.67236
Annasandrapalya Cross,15p,12.96039,77.66622
Annasandrapalya Cross,30y,12.96044,77.66607
Anneshwara Circle,5s7,13.21535,77.71058
Anubhavanagara,j8,12.96778,77.5238
Anugondanahalli,3hs,12.95716,77.81546
Anugondanahalli,my,12.95726,77.81527
Anugondanahalli Cross,43r,12.95895,77.81599
Anugondanahalli Cross,xj,12.95894,77.81583
Anugraha Badavane (Bilekahalli),4vi,12.90302,77.60892
Anupahalli,69h,13.21548,77.85612
Aparel Park,12l,13.27257,77.55193
Aparel Park,4f1,13.27266,77.55205
Apex Bank,1g6,12.94177,77.55602
Apex Bank,36h,12.94183,77.55567
Apollo Hospital,22d,12.89662,77.6
Apollo Hospital,5n1,12.89635,77.59972
Appasandra,n8,13.06317,77.89659
Aradeshanahalli,2dd,13.22247,77.56361
Aradeshanahalli,44u,13.22244,77.56364
Aradeshanahalli Gate,5nd,13.21637,77.55258
Aradeshanahalli Gate,5p9,13.21648,77.55266
Arahalli,2lb,13.22301,77.9487
Arakere Byrapura,1q5,13.20062,77.5393
Arakere Byrapura,4ez,13.20064,77.53932
Arakere Gate,1no,12.89053,77.59817
Arakere Gate,6m,12.89057,77.59804
Aralalusandra,30j,12.73311,77.45385
Aralalusandra Cross,545,12.74341,77.46301
Aralimara (PK Kalyana Mantapa ),67u,12.88003,77.62459
Aralimara (PK Kalyana Mantapa ),pi,12.87985,77.62456
Aralimara Hosahalli,33s,13.14043,77.64128
Aralimara Hosahalli,fz,13.14039,77.64126
Aralimara Industrial Area  Rajajinagara,1yw,12.97859,77.54909
Aralimara Industrial Area  Rajajinagara,1z8,12.97857,77.54871
Aralimara Sunkadakatte,31u,12.99209,77.50467
Aralimara Ullalu,338,12.95768,77.48731
Aralimaradapalya Cross,30o,12.92663,77.35998
Aralimaradapalya Cross,4cm,12.92656,77.36
Aralumallige,4gf,13.27367,77.50939
Aralumallige,9t,13.27372,77.50935
Aralumallige Cross,641,13.26702,77.51161
Arasanahalli,23d,13.20148,77.79737
Arasanahalli,4dm,12.96478,77.88863
Arasanahalli,yg,13.20152,77.79732
Arathipalya,3ht,13.03724,77.42593
Aravinda Limited,250,12.81475,77.67016
Aravinda Limited,is,12.81485,77.67002
Arch Lingadeeranahalli,1e8,12.99961,77.48872
Arch Lingadeeranahalli,3,12.99962,77.48869
Arch Railway Gollahalli,3ff,13.1482,77.41192
Arch Railway Gollahalli,4bj,13.14818,77.41187
Archakara Badavane,45n,12.91878,77.45255
Archakara Badavane,5gh,12.91876,77.45237
Are Bannimangala,339,13.154,77.71759
Are Bannimangala,6bj,13.15398,77.71757
Arebic College,51q,13.03049,77.62121
Arebic College,v9,13.02992,77.62084
Arebommanahalli T Begur,s4,13.14266,77.28491
Arehalli,1vr,12.76327,77.76696
Arehalli,2r4,12.93828,77.83035
Arehalli,3no,12.90857,77.53841
Arehalli,4vs,13.26528,77.56541
Arehalli,5do,12.90849,77.53855
Arehalli,5h0,12.76352,77.76729
Arehalli,kr,12.93738,77.82992
Arehalli Cross,1vn,12.94227,77.83669
Arehalli Cross,5rf,12.94222,77.83665
Arenur,64b,12.80975,77.7749
Arishinakunte,43q,13.20051,77.77355
Arishinakunte,50e,13.08026,77.42417
Arishinakunte,5cw,13.07966,77.42419
Arishinakunte,vu,13.2008,77.77368
Arivesandra,38k,13.18504,77.32512
Arivesandra,3eg,13.18506,77.32518
Army Public School Kamaraja Road,2gr,12.97871,77.60941
Arogya Dhama,54n,13.07838,77.35297
Art Of Living,1ez,12.82261,77.5141
Art Of Living (Kanakapura Road),4ob,12.82279,77.51415
Art Of Living Ravishankar Ashram,25t,12.82883,77.51259
Art Of Living Ravishankar Ashram,2i,12.82863,77.51255
Ashoka Pillar,1am,12.94367,77.58496
Ashoka Pillar,4br,12.94249,77.58515
Ashoka Pillar,jv,12.94322,77.58529
Ashoka Polytechnic,1h0,13.06553,77.53307
Ashoka Polytechnic,29q,13.06557,77.53308
Ashrama Ramohalli,1o2,12.9063,77.42886
Ashrama Ramohalli,1oi,12.90617,77.42892
Ashwath Nagara,18g,13.05274,77.63125
Ashwath Nagara,676,13.05289,77.63144
Ashwath Nagara Cross,5lr,13.05075,77.63067
Ashwath Nagara Cross,99,13.05078,77.63054
Ashwathkatte Kodihalli,1qd,13.0186,77.81054
Ashwathkatte Kodihalli,od,13.01858,77.81063
Ashwathkatte Manorayanapalya,36k,13.02795,77.60448
Ashwathkatte Manorayanapalya,6eg,13.02798,77.60453
Ashwathkatte Sultanpalya,4fo,13.0246,77.60341
Ashwathkatte Sultanpalya,4vj,13.02459,77.60346
Ashwathnagara,12m,13.02696,77.57971
Ashwathnagara,37i,13.02691,77.57973
Ashwathnagara,3r7,13.02679,77.57984
Asian Paints Dabaspet,1sr,13.23008,77.27239
Aspire bee School,46n,12.87915,77.72373
Athimagere Gate,2hr,12.87458,77.28357
Attibele,3ea,12.77787,77.76968
Attibele,54x,12.77799,77.76984
Attibele Bus Stand,28y,12.77865,77.77077
Attibele Bus Stand,2qt,12.77896,77.77086
Attibele Bus Stand,3ka,12.77954,77.77046
Attibele Bus Stand,3nx,12.77958,77.77061
Attibele Sulibele,41g,13.16987,77.79388
Attibele Sulibele,63t,13.1698,77.79387
Attiguppe,20w,12.95789,77.53385
Attiguppe,4gz,12.95783,77.53435
Attiguppe,5f,12.95787,77.53446
Attiguppe,td,12.95809,77.53395
Attivatta,1u,13.08812,77.85348
Attivatta Gate,hi,13.09743,77.85521
Attivatta Gate,py,13.09724,77.85527
Atturu,1mj,13.10653,77.56578
Atturu,2w4,13.09855,77.85864
Atturu,4vf,13.10649,77.56577
Atturu,5xp,13.09877,77.85841
Atturu Layout,1v,13.09778,77.56763
Atturu Layout,2kn,13.09793,77.56753
Atturu Layout,4fv,13.09789,77.56707
Atturu Layout Vegetable Market,58o,13.10082,77.56687
Atturu Layout Vegetable Market,5am,13.10079,77.56685
Austin Town,575,12.96153,77.61456
Austin Town,5xx,12.96156,77.61344
Austin Town Neelasandra,313,12.9616,77.61254
Auto Gas/Royal School,4ya,12.90133,77.58585
Avadadenahalli Gate,2p7,12.74668,77.70779
Avadadenahalli Gate,iu,12.74649,77.7078
Avalahalli,1lf,12.87276,77.56657
Avalahalli,2a3,13.13522,77.56915
Avalahalli,3zy,13.13538,77.56924
Avalahalli,4ue,12.87275,77.56653
Avalahalli,e2,12.87293,77.56665
Avalahalli BDA Layout,4d7,12.87222,77.56118
Avalahalli BDA Layout,4vz,12.87386,77.56153
Avalahalli BDA Layout,69o,12.87383,77.56154
Avalahalli BDA Park Girinagara,2wt,12.94328,77.54311
Avalahalli BDA Park Girinagara,5ef,12.94332,77.54271
Avalahalli Electronic City,1n5,12.86957,77.71163
Avalahalli Electronic City,4fy,12.86966,77.71175
Avalahalli Hosakote,1p1,13.03591,77.73531
Avalahalli Hosakote,3p5,13.0355,77.73575
Avalahalli Hosakote,4rs,13.03605,77.7358
Avalahalli New BDA Layout,5,12.94341,77.53685
Avalakuppe Cross,3za,13.02384,77.34843
Avaragere,40,12.82007,77.38086
Avaragere Cross,59q,12.80957,77.37782
Avaragere Cross,6bc,12.80962,77.37784
Avasarala Factory Kanakapura Road,677,12.78204,77.49265
Avathi,11,13.29638,77.72579
Avathi,334,13.29627,77.7256
Avathi,4fj,13.29633,77.72548
Averahalli,1c8,13.03503,77.41612
Averahalli Cross,218,13.03337,77.42186
Averahalli Cross,2pz,13.03343,77.42184
Averahalli Cross,4fw,13.04391,77.4149
Averahalli Cross,5cr,13.04392,77.41493
Avinash Petrol Bunk,67g,12.99045,77.58862
Ayurvedic Hospital Bodhanahosahalli,381,12.96969,77.8004
Ayurvedic Hospital Bodhanahosahalli,3w3,12.96962,77.80022
Ayyappa Nagara  Sadaramangala,55v,13.00426,77.70997
Ayyappa Nagara Muneshwara Temple Sadaramangala,287,13.00451,77.7124
Ayyappa Nagara Muneshwara Temple Sadaramangala,4ua,13.00445,77.71243
Ayyappa Nagara Sadaramangala,39f,13.00431,77.71002
Ayyappa School Kereguddadahalli,xw,13.07468,77.517
Ayyappa Temple Jalahalli Cross,68j,13.0461,77.52231
Ayyappa Temple Jalahalli Cross,jd,13.04623,77.52243
Ayyappa Temple Yashawanthapura,55k,13.02159,77.56316
Ayyappa Temple Yashawanthapura,ni,13.02167,77.56321
Ayyappaswamy Temple Madivala,2tk,12.92478,77.61791
Aziz Palya,4mg,13.02712,77.36696
B Channasandra,2hi,13.01006,77.6575
B Channasandra,557,13.0102,77.6576
B Channasandra,kz,13.01,77.6576
B Channasandra Bridge(Ramamurthy Nagara Ring Road),1jd,13.01318,77.66272
B Channasandra Bridge(Ramamurthy Nagara Ring Road),28i,13.01229,77.66199
B Channasandra Bridge(Ramamurthy Nagara Ring Road),2s1,13.01354,77.66209
B Channasandra Bridge(Ramamurthy Nagara Ring Road),31c,13.01128,77.66242
B Channasandra Bridge(Ramamurthy Nagara Ring Road),3el,13.01329,77.66193
B Channasandra Bridge(Ramamurthy Nagara Ring Road),5qa,13.01311,77.66257
B Channasandra Bridge(Ramamurthy Nagara Ring Road),o9,13.0112,77.66232
B Hosur Circle,49,12.74247,77.4482
B Krishnappa Nagara,3z0,12.99714,77.40872
B Marenahalli,5eg,13.17023,77.73952
B Marenahalli,qp,13.16635,77.73759
B Nagasandra,1ss,12.94368,77.65363
B Narayanapura,372,13.00039,77.68399
B Narayanapura,5qf,13.00028,77.68415
B Narayanapura Ring Road,2pa,12.99589,77.68387
B Narayanapura Ring Road,43c,12.99583,77.68417
B Palya Razakapalya,4ld,13.14436,77.6594
BCC Layout,6aj,12.95128,77.52978
BCC Layout Cross,2q8,12.95473,77.53486
BCMC Layout Raghuvanahalli,130,12.87833,77.54947
BCMC Layout Raghuvanahalli,5n2,12.87838,77.54934
BDA Complex Banashankari 2nd Stage,36d,12.9247,77.56428
BDA Complex Cross Nagarabhavi,4zp,12.97199,77.51278
BDA Complex Cross Nagarabhavi,5hc,12.97211,77.51293
BDA Complex HBR Layout,1po,13.02589,77.62809
